,category,id,duration,caption,definition,title,description,publishedAt,channelid,channeltitle,views,likes,dislikes,favorite,comments,category.y,related,fake
41,27,ZQ--scjcAZ4,PT16M31S,TRUE,hd,Are Negative Ions Good For You?,"Do negative air ions improve mood, anxiety, depression, alertness?
Part of this video was sponsored by LastPass, click here to find out more: http://bit.ly/2RZZTZk

Special thanks to Prof. Jack Beauchamp and Dr. Nathan Dalleska from Caltech for all their help running these experiments and discussing the research. For more, check out the links below:
http://www.cce.caltech.edu/people/jesse-l-jack-beauchamp
http://beckmaninstitute.caltech.edu/eac.shtml

If you want to dig into the research on negative ions yourself, I suggest starting with the review studies:

Air ions and mood outcomes: a review and meta-analysis.
Perez V, Alexander DD, Bailey WH.
BMC Psychiatry. 2013 Jan 15;13:29.
https://www.ncbi.nlm.nih.gov/pubmed/23320516

Air ions and respiratory function outcomes: a comprehensive review
Dominik D Alexander, William H Bailey, Vanessa Perez, Meghan E Mitchell, and Steave Su
J Negat Results Biomed. 2013; 12: 14.
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3848581/

Exposure of laboratory animals to small air ions: a systematic review of biological and behavioral studies.
Bailey WH, Williams AL, Leonhard MJ.
Biomed Eng Online. 2018 Jun 5; 17(1):72.
https://www.ncbi.nlm.nih.gov/pubmed/29866122

Thumbnail photography by Raquel Nuno

VFX by Alan Chamberlain

Sound recording by Whitney Clavin

Motion Graphics by Charlie Kilman

Music from Epidemic Sound: http://epidemicsound.com ""Capture a Picture 1"" and ""Seaweed""",2019-02-06T19:45:17Z,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,1943584,81648,1019,0,6670,Education,0,1
42,28,stCxLxBMjYA,PT31M37S,TRUE,hd,Une espÃ¨ce Ã  part (intÃ©grale) | ARTE,"De lâ€™infiniment grand Ã  lâ€™infiniment petit, cette sÃ©rie dâ€™animation observe lâ€™humanitÃ© Ã  la loupe et replace lâ€™Homme dans un univers dont il nâ€™a jamais Ã©tÃ© le centre. De lâ€™univers aux gÃ¨nes, des Ã©cosystÃ¨mes au corps humain, chaque Ã©pisode nous permet dâ€™apprÃ©hender des grandeurs et concepts difficilement imaginables par notre cerveau. Prenez quelques minutes pour contempler lâ€™univers de lâ€™extÃ©rieur de notre nombril !

Vous avez adorÃ© cette sÃ©rie et nous aussi ! Nous vous proposons de la regarder Ã  nouveau dans son intÃ©gralitÃ©.

Une espÃ¨ce Ã  part, une sÃ©rie documentaire de Franck Courchamp et ClÃ©ment Morin.

#Univers #Espace #Humain

Abonnez-vous Ã  la chaÃ®ne ARTE https://www.youtube.com/channel/UCwI-JbGNsojunnHbFAc0M4Q/?sub_confirmation=1

Suivez-nous sur les rÃ©seaux !
Facebook : http://www.facebook.com/artetv
Twitter : http://www.twitter.com/artefr
Instagram : https://www.instagram.com/artefr",2019-06-29T15:00:10.000Z,UCwI-JbGNsojunnHbFAc0M4Q,ARTE,2625147,67735,2011,0,6486,Science & Technology,1,0
43,28,WXuK6gekU1Y,PT1H30M28S,TRUE,hd,AlphaGo - The Movie | Full Documentary,"With more board configurations than there are atoms in the universe, the ancient Chinese game of Go has long been considered a grand challenge for artificial intelligence. On March 9, 2016, the worlds of Go and artificial intelligence collided in South Korea for an extraordinary best-of-five-game competition, coined The DeepMind Challenge Match. Hundreds of millions of people around the world watched as a legendary Go master took on an unproven AI challenger for the first time in history.

Directed by Greg Kohs with an original score by Academy Award nominee, Hauschka, AlphaGo chronicles a journey from the halls of Oxford, through the backstreets of Bordeaux, past the coding terminals of DeepMind in London, and ultimately, to the seven-day tournament in Seoul. As the drama unfolds, more questions emerge: What can artificial intelligence reveal about a 3000-year-old game? What can it teach us about humanity?",2020-03-13T14:04:51.000Z,UCP7jMXSY2xbc3KCAE0MHQ-A,DeepMind,988866,28676,486,0,2729,Science & Technology,0,0
44,28,I1IDC8FEIBU,PT10M28S,FALSE,sd,How tesla electricity can create wireless power | The Economist,"Nikola Tesla built a tower to broadcast electric power. It failed. Soon, sending power through the air might be the norm

Subscribe NOW to The Economist: http://econ.st/1Fsu2Vj

The inventor, Nikola Tesla, dreamt of wireless power. Among his work in the realm of electricity he built a coil, later named the Tesla coil, which could illuminate lamps from across a room and throw the occasional bolt of lightning at the nearest conductor. Tesla coils remain popular today, though often for their ability to put on a fantastic lightning show.

Nikola Tesla believed in wireless power with such an enthusiasm that with the financing of JP Morgan, he constructed a giant apparatus, the Wardenclyffe Tower, at his lab in Shoreham Long Island in 1901. This was before the world was wired.

The idea? To send wireless power around the globe. 

Here's how it works. Run an electric current through a coil of copper wire and the coil will produce a short-range magnetic field. Place a second coil within this field and an electric current will flow through it. The magnetic field has transferred electrical power from one coil to the other. This principle is called induction, and it has been understood for more than a century. Induction is what charges a wireless electric toothbrush, for example, and it works well over extremely short distances. Pull the coils apart and the power transfer ceases.

It turns out that the trick to longer distance power transfer is the same principle an opera singer uses to shatter a wine glass from across the room; it's called resonance. For the opera singer, when the frequency of the sound wave matches the unique resonant frequency of a glass, the acoustic energy is converted to kinetic energy at the highest possible efficiency. The energy then builds inside the glass until it shatters.

The coils that Witricity uses to transfer power wirelessly are magnetic resonators. First, a rapidly oscillating electric current is applied to a coil at its specific resonant frequency. This creates a magnetic field in the region around the coil. Tune a second coil to the same resonant frequency as the source and it will couple, resonating anywhere within that region and converting the oscillating magnetic field into an electrical current within the second coil. This response is called highly coupled magnetic resonance, and it hasn't been done before. By attaching the second coil to a device such as the battery of an electric car, or a mobile phone, this current can be made to do useful work. The source can be either centimetres or meters away from the device being powered and can deliver power through walls or around metal obstacles. The power can even be distributed across multiple devices at once. So by a simple trick of physics, power is transferred wirelessly. Nikola Tesla would be proud.

Witricity is developing a system, not a specific product, and as a result they have many different platforms on display at once. In Witricityâ€™s demonstration rooms a flat-screen television is powered using a resonator hidden in its base. Laptops, with their batteries removed and replaced by resonators, flicker on, and flash lights glow when placed next to a source concealed behind a bulletin board. The system can even be extended beyond the range of a single source using passive resonators. By this method, many cabinet lights are lit well beyond the expected range of the single source below.

The applications of wireless power in a wired world are endless and rethinking infrastructure may be decades away. A simple first step could be removing costly batteries from things as mundane as computer accessories and, instead, placing a small wireless resonator in the computer itself, tackling waste by centimetres at first.

Wireless power has in fact been available for decades, just waiting for a clever user to snatch it out of the air. It exists in radio and television signals and is available 24 hours a day. Intel labs in Seattle, Washington, are pointing their devices at television antennas and powering small but useful gadgets solely off of the energy that carries TV programs.

Josh Smith says wireless ambient radio power harvesting might yield a milliwatt or so. To a device, that's not very much. It would require 20 milliwatts to keep a mobile phone in standby mode, but it might be enough to perform some useful low-power functions.

Nikola Tesla's tower was torn down in 1916. Mr Morgan, his financier, was uninterested in broadcasting electricity that people could so easily harvest for free. Instead we strung wires and built meters. Tesla knew that wireless power transfer was possible but he never saw his dream realized - it seems that soon enough we will.

Get more The Economist
Follow us:  https://twitter.com/TheEconomist
Like us: https://www.facebook.com/TheEconomist
View photos:  https://instagram.com/theeconomist/",2010-06-16T17:31:43.000Z,UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist,1077326,8389,358,0,1389,Science & Technology,0,0
45,28,hqKafI7Amd8,PT17M50S,TRUE,sd,Top hacker shows us how it's done | Pablos Holman | TEDxMidwest,"Never miss a talk! SUBSCRIBE to the TEDx channel: http://bit.ly/1FAg8hB

You think your wireless and other technology is safe?  From Blue Tooth to automobile remotes, PCs, and ""secure"" credit cards, Hacker extraordinaire shows how nearly every secure system is vulnerable.  

In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",2012-08-30T17:14:40.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,22063963,222233,8961,0,10199,Science & Technology,0,0
46,28,cUTMhmVh1qs,PT2H22M25S,FALSE,hd,DeepMind StarCraft II Demonstration,"Join Artosis, RottterdaM and a cast of special guests for a unique StarCraft II showcase live from DeepMind in London, in partnership with Blizzard.",2019-01-24T20:56:55.000Z,UCP7jMXSY2xbc3KCAE0MHQ-A,DeepMind,1548526,20517,826,0,2924,Science & Technology,0,0
47,28,xDyJkFehDk0,PT30M27S,TRUE,hd,How To Levitate | The Edge of Science,"Is levitation possible? YouTube Originals and BBC Studios bring you The Edge of Science, a scientific dive into the outer reaches of our understanding. Follow host and science enthusiast, Rick Edwards as he taps into the scientific community of YouTube to help him fulfill a lifetime's ambition - to levitate himself.  Physics girl (Dianna Cowern) and science inventor, Colin Furze, join Rick and together, they will experiment their way into getting Rick off the ground, by physics alone. Can they do it?

Love learning on YouTube? Check out YouTube's new and improved learning hub (youtube.com/learning) for everything from well-being to history to how tos and all of the things in between. You'll also find more great YouTube Originals content full of your favourite YouTube Creators.

Want to share your views with the team? Join our BBC Studios Voice: https://www.bbcstudiosvoice.com/register

This is a commercial channel from BBC Studios. Service & Feedback https://www.bbcstudios.com/contact/contact-us/",2019-12-10T17:00:23.000Z,UCwmZiChSryoWQCZMIQezgTg,BBC Earth,2292854,15758,3137,0,840,Science & Technology,0,0
48,28,i-T7tCMUDXU,PT24M15S,TRUE,hd,The Fourth Phase of Water: Dr. Gerald Pollack at TEDxGuelphU,"Does water have a fourth phase, beyond solid, liquid and vapor?

University of Washington Bioengineering Professor Gerald Pollack answers this question, and intrigues us to consider the implications of this finding. Not all water is H2O, a radical departure from what you may have learned from textbooks.

Pollack received his PhD in biomedical engineering from the University of Pennsylvania in 1968. He then joined the University of Washington faculty and is now professor of Bioengineering. His interests have ranged broadly, from biological motion and cell biology to the interaction of biological surfaces with aqueous solutions. His 1990 book, Muscles and Molecules: Uncovering the Principles of Biological Motion, won an ""Excellence Award"" from the Society for Technical Communication; his more recent book, Cells, Gels and the Engines of Life, won that Society's ""Distinguished Award."" Pollack received an honorary doctorate in 2002 from Ural State University in Ekaterinburg, Russia, and was more recently named an Honorary Professor of the Russian Academy of Sciences. He received the Biomedical Engineering Society's Distinguished Lecturer Award in 2002. In 2008, he was the faculty member selected by the University of Washington faculty to receive their highest annual distinction: the Faculty Lecturer Award. Pollack is a Founding Fellow of the American Institute of Medical and Biological Engineering and a Fellow of both the American Heart Association and the Biomedical Engineering Society. He is also Founding Editor-in-Chief of the journal, WATER, and has recently received an NIH Transformative R01 Award. He was the 2012 recipient of the Prigogine Medal and in 2013 published his new book: The Fourth Phase of Water: Beyond Solid, Liquid, and Vapor.


In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",2013-09-06T18:33:36.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1105572,16535,587,0,1370,Science & Technology,1,0
49,28,OI_HFnNTfyU,PT18M39S,FALSE,sd,Professor Eric Laithwaite: Magnetic River 1975,"The wonders of magnetism and the linear motor are captured in this 1975 presentation by Professor Eric Laithwaite (1921-1997) former Professor of Heavy Electrical Engineering at Imperial College London.
For more: http://www2.imperial.ac.uk/blog/videoarchive",2012-11-18T12:28:56.000Z,UCcRV5FPxxWFdS4Fjnk9FQvA,Imperial College London,2409257,47056,937,0,40,Science & Technology,0,0
50,28,wxL4ElboiuA,PT37M50S,FALSE,hd,The Art of Making a Nixie Tube,"Link to my website: https://www.daliborfarny.com

Our newsletter: http://www.daliborfarny.com/newsletter/

The nixie tube is a vintage display device which had been used until 70s when it was replaced with LED displays. The complex knowledge of manufacture of nixie tubes literally died with tube factory's engineers, glassblowers and machine operators. 
I discovered nixie tubes in 2011 and since then, I've devoted all my time to studies of nixie tubes and its manufacturing processes. After years of intensive work, with help of many people, I eventually succeeded and have revived the knowledge and equipment for production of nixie tubes.
Dalibor Farny

Read more on:
Our website: http://www.daliborfarny.com/
Facebook page: https://www.facebook.com/daliborfarnycom

Thanks for attention!",2016-09-29T16:41:10.000Z,UC0IY1BQiMehWMvezqWLyk4g,Dalibor FarnÃ½,3139318,79308,1391,0,7735,Science & Technology,0,0
51,28,XI5frPV58tY,PT18M18S,TRUE,sd,6 ways mushrooms can save the world | Paul Stamets,"http://www.ted.com  Mycologist Paul Stamets studies the mycelium -- and lists 6 ways that this astonishing fungus can help save the world.

TEDTalks is a daily video podcast of the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes. TED stands for Technology, Entertainment, Design, and TEDTalks cover these topics as well as science, business, development and the arts. Closed captions and translated subtitles in a variety of languages are now available on TED.com, at http://www.ted.com/translate.

Follow us on Twitter
http://www.twitter.com/tednews
 
Checkout our Facebook page for TED exclusives
https://www.facebook.com/TED",2008-05-08T20:30:25.000Z,UCAuUUnT6oDeKwE6v1NGQxug,TED,2866986,45385,703,0,2947,Science & Technology,1,0
52,28,zR3Igc3Rhfg,PT7M7S,TRUE,hd,To Scale: The Solar System,"On a dry lakebed in Nevada, a group of friends build the first scale model of the solar system with complete planetary orbits: a true illustration of our place in the universe.

A film by Wylie Overstreet and Alex Gorosh

alexgorosh.com
wylieoverstreet.com

Feel like supporting more films like this? Consider becoming a Patron: 
https://www.patreon.com/toscaleseries?ty=h
_____

Watch in Russian: 
https://youtu.be/pH3e1KgxjOc

Help us caption & translate this short film:
http://amara.org/v/HHTb/

Copyright (C) 2015",2015-09-16T10:57:03.000Z,UCPdA3AvoSH-d96mLaEjhZyw,To Scale:,8089803,275720,5401,0,15432,Science & Technology,0,0
53,29,_98m4Vod6_8,PT15M32S,TRUE,hd,How learning German taught me the link between maths and poetry | Harry Baker | TEDxVienna,"In mathematics there are right answers. In poetry there are no wrong ones. Find out how learning a foreign language, especially one that can be as beautifully logical as German, taught World Slam Poetry Slam Champion Harry Baker the two were a lot more linked than he realised.

More information on http://www.tedxvienna.at

Poet and Mathematician Harry Baker has always had a love of language, and his work has taken him around the world and exposed him to many voices and languages used to express those voices. Living in Germany was no different!

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",2016-11-08T18:04:50.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1243477,35003,1117,0,1762,Nonprofits & Activism,0,0
54,29,VNGFep6rncY,PT11M26S,TRUE,hd,Why the majority is always wrong | Paul Rulkens | TEDxMaastricht,"This talk was given at a local TEDx event, produced independently of the TED Conferences. Paul Rulkens is an expert in achieving big goals in the easiest, fastest and most elegant way possible. Originally trained as a chemical engineer, he has moved his focus to the fascinating field of high performance. 

Paul Rulkens is an expert in achieving big goals in the easiest, fastest and most elegant way possible. Originally trained as a chemical engineer, he has moved his focus to the fascinating field of high performance. His work is based on his knowledge and experience about the practical application of behavioral psychology, neuroscience and especially common sense. He currently works worldwide to make successful people, teams and organizations even more successful. He lives with his wife and two children in Maastricht. 

Website: http://tedxmaastricht.nl
Flickr: https://www.flickr.com/photos/tedxmaastricht
Facebook:https://www.facebook.com/TEDxMaastricht
Twitter: https://twitter.com/TEDxMaastricht


About TEDx, x = independently organized event In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",2014-10-21T16:19:48.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,3215190,74796,4503,0,2945,Nonprofits & Activism,0,0
55,29,ciStnd9Y2ak,PT20M29S,TRUE,hd,Why I changed my mind about nuclear power | Michael Shellenberger | TEDxBerlin,"For more information on Michael Shellenberger, please visit www.tedxberlin.de. Michael Shellenberger is co-founder and Senior Fellow at the Breakthrough Institute, where he was president from 2003 to 2015, and a co-author of the Ecomodernist Manifesto.
Over the last decade, Michael and his colleagues have constructed a new paradigm that views prosperity, cheap energy and nuclear power as the keys to environmental progress. A book he co-wrote (with Ted Nordhaus) in 2007, Break Through: From the Death of Environmentalism
to the Politics of Possibility, was called by Wired magazine â€œthe best thing to happen to environmentalism since Rachel Carsonâ€™s Silent Spring,â€<9d> while Time Magazine called him a â€œhero of the environment.â€<9d> In the 1990s, he helped protect the last signi cant groves of old-growth redwoods still in private hands and bring about labor improvements to Nike factories in Asia. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2017-11-17T18:19:53.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1138938,33003,2181,0,6148,Nonprofits & Activism,1,0
56,29,4-079YIasck,PT18M37S,FALSE,hd,Master Shi Heng Yi â€“ 5 hindrances to self-mastery | Shi Heng YI | TEDxVitosha,"Meet Shaolin Master Shi Heng Yi in his serene talk about self-discovery. Learn why rainfall is an essential part of each flowering. And every small step â€“ part of the journey to the highest peek. The hindrances along the way to self-discovery and personal growth are easy to overcome. Learn how from his talk. For more than 30 years, Master Shi Heng Yi has been studying and practicing the interaction between mind and body. His strength is the ability to smoothly combine this knowledge with physical exercises and to practice Martial art â€“Kung Fu and Qi Gong. He has an academic background but he prefers to live at the Shaolin Temple Europe, Monastery located in Otterberg, Germany. Since 2010 he has been taking care of the settlement and he personifies the sustainable development and spreading the Shaolin culture and philosophy. As a contemporary monk, Master Yi holds a smartphone in the folds of his clothes as he sees no contradiction between living together with ancient knowledge and high technology. â€œThe universal law of being successful and happy at the same time means finding the balanceâ€<9d>, says master Yi.  And as for flying â€“ yes, he really can do it! He only needs a stick and a little space. We expect him to fly-in and share about the Shaolin way at TEDxVitosha 2020. 


Artist:                   Secret Garden
Album:                Earthsongs
Track:                   Lotus


This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2020-02-13T16:50:58.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1398899,54688,893,0,2492,Nonprofits & Activism,0,0
57,29,kybenSq0KPo,PT16M7S,TRUE,hd,"Thorium can give humanity clean, pollution free energy | Kirk Sorensen | TEDxColoradoSprings","Kirk Sorensen stumbled across thorium while doing research on how to power a lunar community. Thorium is a cleaner, safer, and more abundant nuclear fuelâ€”one that Kirk believes will revolutionize how we produce our energy.

Kirk Sorensen began his work with thorium while working as an aerospace engineer at NASA. In 2010, he left NASA to work as the chief nuclear technologist at Teledyne Brown Engineering. In 2011, he founded Flibe, a company focused on developing modular thorium reactors.

In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",2015-01-08T16:42:45.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1149435,15291,642,0,1640,Nonprofits & Activism,1,0
58,29,K60xHx836T0,PT18M32S,FALSE,hd,Winning The Mental Battle of Physical Fitness and Obesity | Ogie Shaw | TEDxSpokane,"This talk was given at a local TEDx event, produced independently of the TED Conferences. Physical Fitness does not have to be complicated.   There are psychological aspects to staying motivated for fitness and then a few rules to adopt for success.  The speaker presents his ideas on motivation,  measuring your fitness level, and exercises to become fit.  

Ogie Shaw is a native of Raleigh, NC. He is a veteran of the US Army and served in Vietnam. Afterwards, he graduated from UNC at Chapel Hill earning degrees in both Speech and Physical Education, later earning certification as a Health Promotion Director from the Cooper InstituteÂ® in Dallas, Texas. He served with the Portland Police Bureau and later joined a national network of medical and fitness leaders dedicated to teaching the health benefits of daily exercise. He has been an author, counselor, seminary graduate and pastor to Portland-area retirement homes. He has trained the Portland Trailblazers and Seattle Seahawks, and he has been asked to write a book on his work providing fitness training for paraplegics.

Ogie has had a passion for fitness, health, business, and music all of his life. His career goal is to establish a model for a fitness lifestyle for Americans that is sufficient to impact physical and mental health. He has given over 5000 speeches on fitness motivation.

About TEDx, x = independently organized event In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience. At a TEDx event, TEDTalks video and live speakers combine to spark deep discussion and connection in a small group. These local, self-organized events are branded TEDx, where x = independently organized TED event. The TED Conference provides general guidance for the TEDx program, but individual TEDx events are self-organized.* (*Subject to certain rules and regulations)",2014-11-18T18:26:45.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1030550,23629,423,0,684,Nonprofits & Activism,0,0
59,29,A2aBKnr3Ep4,PT20M24S,TRUE,hd,Basic income and other ways to fix capitalism | Federico Pistono | TEDxHaarlem,"A few years ago, those who warned us about the risks of technological unemployment were labelled as luddites, crazy, or techno-pessimists. Now some of the greatest economists agree that automation poses a serious threat to the economy, with jobs disappearing and inequality on the rise. Today, those proposing radically new ideas to deal with this problem are being called crazy and idealistic. Old ideologies are outdated in the face of exponential change; we need to embrace a more holistic and adaptive system.Â I believe experiments with unconditional basic income, coupled with the utilization of crypto currencies and blockchain-based technologies, will help us find the answers.â€™

Federico Pistono is a futurist, social entrepreneur, hacktivist, public speaker, founder and CEO of konoz â€“ a startup that curates and organizes educational videos, whose mission is to become the largest online community for free learning in the world â€“ and he's author of the best-selling book ""Robots Will Steal Your Job, But That's OK: How to Survive the Economic Collapse and Be Happy"", which has been translated into Spanish, German, and Italian. He lectures regularly at Universities and Fortune 500 companies about the future of humanity.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",2015-09-16T22:27:47.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,439542,8280,941,0,2014,Nonprofits & Activism,0,0
60,29,A6Dkt7zyImk,PT12M45S,TRUE,hd,Intermittent Fasting: Transformational Technique | Cynthia Thurlow | TEDxGreenville,"NOTE FROM TED: Please do not look to this talk for medical advice and consult a medical professional before adopting an intermittent fasting regiment. This talk only represents the speakerâ€™s views on fasting, diet, and health. TEDx events are independently organized by volunteers. The guidelines we give organizers are described in more detail here: http://storage.ted.com/tedx/manuals/tedx_content_guidelines.pdf

Two-thirds of women 40-59 years old are overweight and more than 1/2 are obese. Intermittent fasting can help women lose weight effectively. And can have profound impact on bio-physical profiles, but also improved self esteem and interpersonal relationships. It is easy to implement, it is inexpensive and flexible.

Cynthia is a Western medicine trained nurse practitioner and functional nutritionist who is passionate about female hormonal health. She believes that the inherent power of food and nutrition can be your greatest asset to your health and wellness journey. She works 1:1 with female clients and is the creator of Wholistic Blueprint a 6-week signature program for female hormonal health, she's also the co-host of Everyday Wellness podcast and a recurring segment contributor on her local ABC affiliate in Washington, DC. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2019-05-15T20:19:57.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,5619537,77470,3981,0,5749,Nonprofits & Activism,0,0
61,29,hutT5j6G-Kw,PT17M56S,TRUE,hd,Todo lo que sabes sobre nutriciÃ³n puede ser mentira. | Aitor SÃ¡nchez | TEDxMalagueta,"En esta reveladora charla, Aitor nos invita a quitarnos las gafas con las que percibimos los interesados consejos de nutriciÃ³n con que nos inunda la publicidad, lo que Ã©l llama la DietarquÃ­a. Aitor SÃ¡nchez ha estudiado dos posgrados y estÃ¡ realizando su Doctorado en la Universidad de Granada, habiendo realizado estancias de investigaciÃ³n sobre divulgaciÃ³n alimentaria en el Karolinska Institutet y la Univ. de Bristol. Ha trabajado en varios medios de comunicaciÃ³n nacionales. Es el fundador del blog ""Mi Dieta Cojea"", y escritor del libro homÃ³nimo. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2018-03-14T14:47:48.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1061241,25415,1230,0,1464,Nonprofits & Activism,0,0
62,29,mI6IzPCmIW8,PT22M56S,TRUE,hd,How Fear of Nuclear Ends | Michael Shellenberger | TEDxCalPoly,"Michael Shellenberger shows us how the fear of nuclear power was created by people who had ideological fears or sought to exploit it for political gain, including California's former and current Governor, Jerry Brown. Indeed, even the Sierra Club was pro-nuclear in the 1960s. 

Now, in 2016, that fear is imperiling humanity's chances at addressing climate change.

Michael Shellenberger is co-founder and Senior Fellow at the Breakthrough Institute, where he was president from 2003 to 2015, and a co-author of the Ecomodernist Manifesto. Over the last decade, Shellenberger and his colleagues have constructed a new paradigm that views prosperity, cheap energy and nuclear power as the keys to environmental progress.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",2017-01-05T22:13:45.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,111831,1926,95,0,421,Nonprofits & Activism,0,0
63,29,tHO1ebNxhVI,PT18M31S,FALSE,hd,Making Safe Nuclear Power from Thorium | Thomas Jam Pedersen | TEDxCopenhagen,"Thomas Jam Pedersen, engineer and co-founder of Copenhagen Atomics, was skeptical at first upon discovering and reading about thorium energy, which is present everywhere in the world and could technically provide an inexpensive energy supply for everyone for thousand years.

While the world is still heavily relying on fossil fuels, thorium energy and nuclear reactors, which reuse nuclear waste, are now part of the energy debate, proposing a pollution-free solution that could provide an unlimited supply of fuel for the next millennium.

Thomas Jam Pedersen aims to build a thorium molten salt reactor in Copenhagen, and introduce thorium energy to the public eye.

Thomas Jam Pedersen is an engineer, who has extensive experience in software and simulations. With a group of chemical engineers and physicists, he co-founded the startup Copenhagen Atomics. He also writes a blog about thorium energy on the website IngeniÃ¸ren.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",2016-11-15T22:24:02.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,536964,9316,342,0,1334,Nonprofits & Activism,1,0
64,29,N-yALPEpV4w,PT17M33S,TRUE,hd,Why renewables canâ€™t save the planet | Michael Shellenberger | TEDxDanubia,"Environmentalists have long promoted renewable energy sources like solar panels and wind farms to save the climate. But what about when those technologies destroy the environment? In this provocative talk, Time Magazine â€œHero of the Environmentâ€<9d> and energy expert, Michael Shellenberger explains why solar and wind farms require so much land for mining and energy production, and an alternative path to saving both the climate and the natural environment. Michael Shellenberger is a Time Magazine Hero of the Environment and President of Environmental Progress, a research and policy organization. A lifelong environmentalist, Michael changed his mind about nuclear energy and has helped save enough nuclear reactors to prevent an increase in carbon emissions equivalent to adding more than 10 million cars to the road. He lives in Berkeley, California. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",2019-01-04T15:42:08.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1794838,44418,5550,0,14217,Nonprofits & Activism,1,0
65,29,wtV5ev6813I,PT25M58S,TRUE,hd,"Germany: Low Crime, Clean Prisons, Lessons for America | Jeff Rosen | TEDxMountainViewHighSchool","Germany has a much lower crime rate and fewer people in prison than the United States. How does Germany do that?  Is it because their prisons are different than ours?  Is there anything we could learn from them?  Find out.

District Attorney Rosen is an experienced prosecutor and a recognized leader in criminal justice reform.  His mission for the Santa Clara County District Attorney's Office is to vigorously pursue justice in a way that is fair and treats everyone with respect.  His core values are service, hard work, transparency and integrity.
Since arriving in the Bay Area, Mr. Rosen has been active in the community.  He served as president of a large synagogue, taught trial advocacy at Santa Clara University Law School and trained police officers in report-writing.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",2017-01-30T17:04:11.000Z,UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,1866482,34777,2990,0,9241,Nonprofits & Activism,0,0
