channel,channel_id,channel_url,datePublished,description,dislikes,duration,genre,id,key,likes,recommendations,title,uploadDate,views,channelDescription,viewCount,commentCount,subscriberCount,hiddenSubscriberCount,videoCount
Real Time with Bill Maher,UCy6kyFxaMqGtpE3pQTflK8A,/channel/UCy6kyFxaMqGtpE3pQTflK8A,2018-02-09,"Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1BIn his editorial New Rule, Bill argues that Donald Trump's illiteracy isn't his shame – it's his bond with America. Connect with Real Time Online:Find Real Time on Facebook: https://www.facebook.com/MaherFind Real Time on Twitter: https://twitter.com/RealTimersFind Real Time with Bill Maher Official Site: http://itsh.bo/HttKcM.Find Real Time with Bill Maher on HBO GO® http://itsh.bo/iioY87.Find Real Time with Bill Maher on Connect: http://connect.hbo.com/real-time-bill...Find Real Time on Instagram: http://instagram.com/realtimersThe Real Time blog: http://www.real-time-with-bill-maher-...It's HBO.Connect with HBO OnlineFind HBO on Facebook: http://Facebook.com/HBOFollow @HBO on Twitter: http://Twitter.com/HBOFind HBO on Youtube: http://Youtube.com/HBOFind HBO Official Site: http://HBO.comFind HBO Connect: http://Connect.hbo.comFind HBO GO: http://HBOGO.comFind HBO on Instagram: http://Instagram.com/hboFind HBO on Foursquare: http://Foursquare.com/hboCheck out other HBO ChannelsHBO: http://www.youtube.com/hboGame of Thrones: http://www.youtube.com/GameofThrones True Blood: http://www.youtube.com/trueblood HBO Sports: http://www.youtube.com/HBOsports HBO Documentary Films: http://www.youtube.com/HBODocs Cinemax: http://www.youtube.com/Cinemax HBO Latino: http://www.youtube.com/HBOLatino","1,464",PT6M9S,Film & Animation,sQOAtztz8fc,6214,"31,342",20,New Rule: Sub-Literate America | Real Time with Bill Maher (HBO),2018-02-09,3713274,"He's irrepressible, opinionated, and of course, politically incorrect. Watch new episodes of Real Time with Bill Maher, Fridays at 10PM

Subscribe to the Real Time Channel for the latest on Bill Maher.",862984827,0,1870000,False,1714
NowThis News,UCn4sPeUomNGIr26bElVdDYg,/channel/UCn4sPeUomNGIr26bElVdDYg,2020-05-03,"HAPPENING NOW—CUOMO UPDATE: Gov. Cuomo offers the latest information on COVID-19 in New York. New York State has conducted over 15,000 antibody tests, the most in the nation, in order to understand just how widespread COVID-19 has been with the state. Over 1,800 tested, or about 12.3%, were found to have coronavirus antibodies. About 20% of antibody tests in New York City were positive, with the highest rate of positive tests being in the Bronx with 27.6%. Widespread antibody testing is crucial to understanding how to best reopen the state, which Cuomo has said he is looking to do in less densely populated areas later this month.» Subscribe to NowThis: http://go.nowth.is/News_Subscribe» Sign up for our newsletter KnowThis to get the biggest stories of the day delivered straight to your inbox: https://go.nowth.is/KnowThis#AndrewCuomo #Coronavirus #NewYork #News #NowThis #NowThisNewsConnect with NowThis» Like us on Facebook: http://go.nowth.is/News_Facebook» Tweet us on Twitter: http://go.nowth.is/News_Twitter» Follow us on Instagram: http://go.nowth.is/News_Instagram» Find us on Snapchat Discover: http://go.nowth.is/News_SnapchatNowThis is your premier news outlet providing you with all the videos you need to stay up to date on all the latest in trending news. From entertainment to politics, to viral videos and breaking news stories, we’re delivering all you need to know straight to your social feeds. We live where you live.http://www.youtube.com/nowthisnews@nowthisnews",5,PT0M0S,News & Politics,wwOGS9fLbKw,2214,52,20,New York Gov. Cuomo Delivers COVID-19 Update | LIVE | NowThis,2020-05-03,504,"NowThis is your premier news outlet providing you with all the videos you need to stay up to date on all the latest in trending news. From entertainment to politics, to viral videos and breaking news stories, we’re delivering all you need to know straight to your social feeds. We live where you live.",340853161,0,701000,False,4958
LastWeekTonight,UC3XTzVzaHQEd30rQbuvCtTQ,/channel/UC3XTzVzaHQEd30rQbuvCtTQ,2017-10-08,Confederate symbols are still celebrated despite the ugly history they symbolize. John Oliver suggests some representations of southern pride that involve less racism and more Stephen Colbert.Connect with Last Week Tonight online...Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonightFind Last Week Tonight on Facebook like your mom would: http://Facebook.com/LastWeekTonightFollow us on Twitter for news about jokes and jokes about news: http://Twitter.com/LastWeekTonightVisit our official site for all that other stuff at once: http://www.hbo.com/lastweektonight,"19,069",PT21M39S,Entertainment,J5b_-TZwQ0I,6333,"234,266",20,Confederacy: Last Week Tonight with John Oliver (HBO),2017-10-08,16681367,"Breaking news on a weekly basis. Sundays at 11PM - only on HBO.
Subscribe to the Last Week Tonight channel for the latest videos from John Oliver and the LWT team.",2456340513,0,7940000,False,304
10 Downing Street,UC8o7mIMg3mmO9-dx3e2iFgw,/channel/UC8o7mIMg3mmO9-dx3e2iFgw,2020-05-03,"Speakers:🔵 Michael Gove, Chancellor of the Duchy of Lancaster🔵 Prof Stephen Powis, NHS EnglandFollow us on:www.gov.uk/number10www.twitter.com/10DowningStreetwww.facebook.com/10DowningStreethttps://www.instagram.com/10downingst...",19,PT0M0S,News & Politics,5i0pIRmjdm0,1214,40,20,Coronavirus press conference (3 May 2020),2020-05-03,580,"Official page for Prime Minister Boris Johnson's office, based at 10 Downing Street.",5031470,0,30300,False,581
Fox Business,UCCXoCcu9Rp7NPbTzIvogpZg,/channel/UCCXoCcu9Rp7NPbTzIvogpZg,2020-02-28,"House Foreign Affairs Committee holds hearing ""Evaluating the Trump Admin's Policies on Iran, Iraq, & the Use of Force."" Secretary of State Mike Pompeo testifies. FOX Business Network (FBN) is a financial news channel delivering real-time information across all platforms that impact both Main Street and Wall Street. Headquartered in New York — the business capital of the world — FBN launched in October 2007 and is the leading business network on television, topping CNBC in Business Day viewers for the second consecutive year. The network is available in more than 80 million homes in all markets across the United States. Owned by FOX, FBN has bureaus in Chicago, Los Angeles, Washington, D.C. and London.Subscribe to Fox Business! https://bit.ly/2D9CdseWatch more Fox Business Video: https://video.foxbusiness.comWatch Fox Business Network Live: http://www.foxnewsgo.com/Watch full episodes of FBN Primetime showsLou Dobbs Tonight: https://video.foxbusiness.com/playlis...Trish Regan Primetime: https://video.foxbusiness.com/playlis...Kennedy: https://video.foxbusiness.com/playlis...Follow Fox Business on Facebook: https://www.facebook.com/FoxBusinessFollow Fox Business on Twitter: https://twitter.com/foxbusinessFollow Fox Business on Instagram: https://www.instagram.com/foxbusiness",826,PT99M7S,News & Politics,k-HFXjrVKyM,811,"5,691",20,Congress grills Pompeo on Trump's foreign policies,2020-02-28,379387,FOX Business Network (FBN) is a financial news channel delivering real-time information across all platforms that impact both Main Street and Wall Street. Headquartered in New York—the business capital of the world—FBN launched in October 2007 and is available in more than 70 million homes in major markets across the United States.,719377503,0,985000,False,47158
The Great Courses Plus,UC-98P1HknuXGxDYNwlxsKwQ,/channel/UC-98P1HknuXGxDYNwlxsKwQ,2020-03-26,"In the first of three lectures on the deadliest epidemic of all time, meet the virus that caused the 1918 Spanish flu, investigating its structure, method of infection, and strategy for evading the human immune system. Also learn where it first appeared and how it mutated into a far more virulent strain.WATCH MOREPart 2: https://youtu.be/TkgQQaVgqMwPart 3: https://youtu.be/kRU3RFZWY8IWhat You Need to Know about Coronavirus: https://youtu.be/seq0_n6xzikHow to Protect Yourself from Germs: https://youtu.be/o-eyYDNz7BQInfectious Diseases (24-part series): https://www.youtube.com/playlist?list...-------------------------------------------Please LIKE / COMMENT / SHARE! -------------------------------------------The Great Courses is the global leader in lifelong learning and our video-on-demand service The Great Courses Plus gives you unlimited, uninterrupted access to a world of learning anytime and anywhere you want it. With courses on thousands of topics, you are sure to find something that will ignite your curiosity and invigorate your passion for learning. **Check us out for FREE by going to https://www.thegreatcoursesplus.com/l... ** In the meantime, enjoy free lectures, course trailers, professor interviews, video clips, and more by subscribing to our YouTube channel. We add new videos all the time. You won’t want to miss a moment!-------------------------------------------And don't forget to SUBSCRIBE TO OUR CHANNEL - new videos are being added all the time! https://www.youtube.com/subscription_... -------------------------------------------JOIN OUR COMMUNITY OF LIFELONG LEARNERS & BECOME A PART OF THE CONVERSATION: -YouTube: https://www.youtube.com/user/TheGreat... -Twitter: http://twitter.com/thegreatcourses -Facebook: http://www.facebook.com/TheGreatCourses -Instagram: https://www.instagram.com/thegreatcou... -LinkedIn: https://www.linkedin.com/company/the-...-Blog: https://www.thegreatcoursesdaily.com/ -------------------------------------------BUY OUR MERCH!https://www.zazzle.com/store/great_co...-------------------------------------------#neverstoplearning #lifelonglearning #thegreatcoursesplus",260,PT28M21S,Education,7MHT5xTkL2g,8344,"3,738",20,The 1918 Spanish Flu-A Conspiracy of Silence | Mysteries of the Microscopic World (Part 1 of 3),2020-03-26,335715,"The Great Courses is the global leader in lifelong learning and our video-on-demand service The Great Courses Plus gives you unlimited, uninterrupted access to a world of learning anytime and anywhere you want it. With courses on hundreds of subjects, you are sure to find something that will ignite your curiosity and invigorate your passion for learning. 

Check us out for a full month for FREE by going to TheGreatCoursesPlus.com/YouTube

You’ll discover captivating professors from the Ivy League and other top schools or world-class organizations such as National Geographic, the Mayo Clinic, and the Culinary Institute of America providing courses on science, fine arts, business, health, music, religion, cooking, philosophy, literature, and professional development, and many more. 

In the meantime, enjoy free lectures, course trailers, professor interviews, video clips, and more by subscribing to our YouTube channel. We add new videos all the time. You won’t want to miss a moment!",19401067,0,220000,False,905
vpro documentary,UC9sXw4ZdPEIp6bYGvLW-_iA,/channel/UC9sXw4ZdPEIp6bYGvLW-_iA,2013-11-04,"A thriller about a genius algorithm builder who dared to stand up against Wall Street. Haim Bodek, aka The Algo Arms Dealer. After Quants: the Alchemists of Wall Street and Money & Speed: Inside the Black Box. This is the final episode of a trilogy in search of the winners and losers of the tech revolution on Wall Street. Trading on the financial market is not longer dominated by humans, but by super fast computers and algorithms. The result of this digital revolution on Wall Street is a complex and fragmented financial system that is hard to understand and overseen. A system that we are all connected to. The only people who understand the system a bit, are the people who built it.Haim Bodek started his own high frequency trading in 2007 and built a from his point of view perfect and fast algorithm. One day it just stopped working. Profits disappeared en he went looking for the cause. He decided to go public with his search to display the rotten system. Originally broadcasted by VPRO in 2013.© VPRO Backlight November 2013On VPRO broadcast you will find nonfiction videos with English subtitles, French subtitles and Spanish subtitles, such as documentaries, short interviews and documentary series.VPRO Documentary publishes one new subtitled documentary about current affairs, finance, sustainability, climate change or politics every week. We research subjects like politics, world economy, society and science with experts and try to grasp the essence of prominent trends and developments.Subscribe to our channel for great, subtitled, recent documentaries.Visit additional youtube channels bij VPRO broadcast:VPRO Broadcast, all international VPRO programs: https://www.youtube.com/VPRObroadcastVPRO DOK, German only documentaries: https://www.youtube.com/channel/UCBi0...VPRO Metropolis, remarkable stories from all over the world: https://www.youtube.com/user/VPROmetr...VPRO World Stories, the travel series of VPRO: https://www.youtube.com/VPROworldstoriesVPRO Extra, additional footage and one off's: https://www.youtube.com/channel/UCTLr...www.VPRObroadcast.comCredits:Director: Marije MeermanResearch: Gerko WesselEnglish, French and Spanish subtitles: Ericsson.French and Spanish subtitles are co-funded by European Union.",527,PT50M30S,News & Politics,kFQJNeQDDHA,8331,"11,591",20,The Wall Street Code | VPRO documentary | 2013,2013-11-04,1485146,"VPRO Documentary publishes a new subtitled documentary every week, investigating current affairs, finance, sustainability, climate change or politics. Subscribe to our channel for great subtitled recent documentaries. 
The French and Spanish subtitles are co-funded by the EU and produced in collaboration with Ericsson. 
For our Dutch fans: De VPRO is vanwege de nederlandse wetgeving genoodzaakt deze video te blokkeren binnen Nederland. Afleveringen van VPRO Tegenlicht zijn te bekijken op http://www.vpro.nl/programmas/tegenlicht.html.
VPRO Broadcast: https://www.youtube.com/vprobroadcast
VPRO Metropolis: https://www.youtube.com/vprometropolis
VPRO World Stories: https://www.youtube.com/vproworldstories
VPRO Extra: https://www.youtube.com/vproextra
For more information on VPRO: www.vprobroadcast.com",22769024,0,187000,False,241
DW Documentary,UCW39zufHfsuGgpLviKh297Q,/channel/UCW39zufHfsuGgpLviKh297Q,2020-04-14,"Venice, a city deserted. Filming while wearing protective masks, filming in a northern Italy that has been devastated by the coronavirus.Markus Frings and Marco Polo, both from South Tyrol, needed special permission to travel through northern Italy. They wore masks and gloves to protect themselves from the virus. They filmed checkpoints and nighttime disinfection crews cleaning the streets. They talked to virologists, local business people and of course the residents themselves.Cameraman Marco shows us how his family in Bolzano has come to terms with these exceptional times of closed schools and restricted movement. And we learn that many Italians appear to have adjusted to this most abnormal of new normalities.--------------------------------------------------------------------DW Documentary gives you knowledge beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary.Subscribe to: DW Documentary: https://www.youtube.com/channel/UCW39...DW Documental (Spanish): https://www.youtube.com/dwdocumentalDW Documentary وثائقية دي دبليو: (Arabic): https://www.youtube.com/dwdocarabiaFor more visit:http://www.dw.com/en/tv/docfilm/s-3610Instagram:https://www.instagram.com/dwdocumentary/Facebook:https://www.facebook.com/dw.storiesDW netiquette policy: https://p.dw.com/p/MF1G",262,PT28M12S,Education,DQzYnxN3tE4,3411,"4,788",20,Corona in Italy | DW Documentary,2020-04-14,734556,"DW Documentary gives you information beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary from Deutsche Welle (DW), Germany's international broadcaster.

DW netiquette policy: http://www.dw.com/en/dws-netiquette-policy/a-5300954

Subscribe to DW Documentary:
https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1#
For more documentaries visit:
http://www.dw.com/en/tv/docfilm/s-3610
Instagram
https://www.instagram.com/dwdocumentary/
Facebook:
https://www.facebook.com/dw.stories",193030169,0,1500000,False,573
FRANCE 24 English,UCQfwfsi5VrQ8yKZ-UWmAEFg,/channel/UCQfwfsi5VrQ8yKZ-UWmAEFg,2020-03-20,"Subscribe to France 24 now: https://f24.my/YouTubeENFRANCE 24 live news stream: all the latest news 24/7https://f24.my/YTliveEN...From calling ""hysteria"" over the outbreak a Democratic hoax, to announcing a national emergency and urging all Americans to work from home and avoid public spaces, US president Donald Trump’s rhetoric on the coronavirus pandemic has shifted significantly in the space of a few weeks.Visit our website: https://www.france24.comLike us on Facebook: https://www.facebook.com/FRANCE24.Eng...Follow us on Twitter: https://twitter.com/France24_en",356,PT4M37S,News & Politics,YWupoHcoLT4,5,"1,518",20,From ‘hoax’ to pandemic: Trump’s shifting rhetoric on coronavirus,2020-03-20,217346,"Official FRANCE 24's YouTube channel, international news 24/7.
Watch international video news from around the world !",395861447,0,1220000,False,55478
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,/channel/UCwWhs_6x42TyRM4Wstoq8HA,2016-09-23,"Trevor is awed by the raw fury of TheBlaze commentator Tomi Lahren, whose right-wing rants have made her an internet sensation. Watch full episodes of The Daily Show now -- no login required: http://www.cc.com/shows/the-daily-sho...The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.","5,743",PT6M59S,Comedy,4DMEekDsN2M,6341,"81,915",20,Tomi Lahren's Anger Lights Facebook on Fire: The Daily Show,2016-09-23,7316729,"The Daily Show is an Emmy and Peabody Award-winning program that looks at the day's top headlines through a sharp, reality-based lens. Along with the help of The World's Fakest News Team, Trevor Noah covers the biggest news stories in politics, pop culture and more.

The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.",2802360663,0,7330000,False,2261
DW Documentary,UCW39zufHfsuGgpLviKh297Q,/channel/UCW39zufHfsuGgpLviKh297Q,2019-09-11,"A year after Germany’s Bayer Group took over  Monsanto, and it’s struggling to deal with the US seed giant’s controversial reputation. Now Bayer is also liable for Monsanto’s legal bills - which are starting to mount alarmingly.Roundup, a herbicide containing glyphosate sold worldwide by Monsanto has long been suspected of causing cancer. A California court has just awarded more than $2 billion in damages to a couple who had claimed that their use of the pesticide caused them to develop non-Hodgkin’s lymphoma . Bayer’s share price halved last year, and the consequences are already making themselves felt in the company itself: Around 12,000 jobs worldwide are to be cut in the next few years, a considerable proportion of them in Germany. CEO Werner Baumann, who pushed for the merger, is coming under increasing pressure. Voicing criticism, a majority of shareholders voted against absolving Baumann and other managers of their responsibility in the merger. Bayer is in the midst of its greatest crisis.The film traces the effects of the merger and investigates potential new health hazards emanating from glyphosate. How has Monsanto tried in the past to influence politicians, scientists and public opinion? Did the Americans actually play down or ignore the dangers? And does Bayer really distance itself from these practices?--------------------------------------------------------------------Subscribe to DW Documentary:https://www.youtube.com/channel/UCW39...Our other YouTube channels:DW Documental (in spanish): https://www.youtube.com/dwdocumentalDW Documentary وثائقية دي دبليو: (in arabic): https://www.youtube.com/dwdocarabiaFor more documentaries visit also:http://www.dw.com/en/tv/docfilm/s-3610Instagramhttps://www.instagram.com/dwdocumentary/Facebook:https://www.facebook.com/dw.storiesDW netiquette policy: https://p.dw.com/p/MF1G",182,PT42M26S,Education,EwllBdC0Iww,8333,"4,342",20,Turning toxic — the Bayer-Monsanto merger | DW Documentary,2019-09-11,334423,"DW Documentary gives you information beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary from Deutsche Welle (DW), Germany's international broadcaster.

DW netiquette policy: http://www.dw.com/en/dws-netiquette-policy/a-5300954

Subscribe to DW Documentary:
https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1#
For more documentaries visit:
http://www.dw.com/en/tv/docfilm/s-3610
Instagram
https://www.instagram.com/dwdocumentary/
Facebook:
https://www.facebook.com/dw.stories",193030169,0,1500000,False,573
VICE Asia,UC8ZyfGD_qP-v75DGCzYQw6g,/channel/UC8ZyfGD_qP-v75DGCzYQw6g,2018-10-13,"With one of the lowest birth rates in the world, South Koreans are predicted to become extinct by 2750.Because of the rapidly ageing population this situation has created, elderly prostitutes known as ""Bacchus ladies"" have cornered a number of public parks as their working areas. Meanwhile, as the marriage rate falls and the country's younger generation continues to live at home well into their twenties, young people have been forced to book themselves into purpose-built sex motels to avoid the prying eyes of parents.We sent Matt Shea to investigate this generational crisis, which led him to Seoul's Red Light District, a pre-wedding photo-shoot on the set of a Korean soap opera, and an erotic sculpture park on South Korea's ""honeymoon island"".Click here to SUBSCRIBE to VICE Asia: https://bit.ly/2LhqAR9","1,356",PT22M48S,Entertainment,2k7Rp3y5qRY,1331,"23,453",19,The South Korean Love Industry,2018-10-13,2003298,"Uncovering the wild, weird and wondrous in the far reaches of the world, VICE Asia is the definitive guide to the best of the region.

From food to identity to lifestyle to art, we trace the soul of Asian to Polynesian cultural traditions, and follow the pulse of growing youth subcultures, putting the largest and smallest continents' collective diversity on display. Always informative, occasionally controversial and often bizarre, it's VICE's trademark ground-breaking stories - in Asia, on Asia, for Asia.

SUBSCRIBE to VICE Asia: https://bit.ly/2LhqAR9",123613516,0,630000,False,598
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,/channel/UCwWhs_6x42TyRM4Wstoq8HA,2016-12-01,"""Tomi"" host Tomi Lahren gives her take on the Black Lives Matter movement and explains why she lashed out against Colin Kaepernick for his national anthem protest.Watch full episodes of The Daily Show now -- no login required: http://www.cc.com/shows/the-daily-sho...The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.","27,432",PT14M9S,Comedy,F2xv4fba65U,634,"220,109",20,"Tomi Lahren - Giving a Voice to Conservative America on ""Tomi"": The Daily Show",2016-12-01,14501402,"The Daily Show is an Emmy and Peabody Award-winning program that looks at the day's top headlines through a sharp, reality-based lens. Along with the help of The World's Fakest News Team, Trevor Noah covers the biggest news stories in politics, pop culture and more.

The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.",2802360663,0,7330000,False,2261
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,/channel/UCwWhs_6x42TyRM4Wstoq8HA,2017-04-06,"Jordan Klepper speaks to Pastor Mark Burns, one of Donald Trump's religious supporters, to find out how the GOP presidential hopeful stacks up as a Christian.","1,217",PT5M5S,Comedy,1YFLBjR-swo,6323,"54,090",20,The Divinity of Donald Trump: The Daily Show,2017-04-06,3006784,"The Daily Show is an Emmy and Peabody Award-winning program that looks at the day's top headlines through a sharp, reality-based lens. Along with the help of The World's Fakest News Team, Trevor Noah covers the biggest news stories in politics, pop culture and more.

The Daily Show with Trevor Noah airs weeknights at 11/10c on Comedy Central.",2802360663,0,7330000,False,2261
PBS NewsHour,UC6ZFN9Tx6xh-skXCuRHCDpQ,/channel/UC6ZFN9Tx6xh-skXCuRHCDpQ,2018-09-07,Find more from PBS NewsHour at https://www.pbs.org/newshourSubscribe to our YouTube channel: https://bit.ly/2HfsCD6Follow us:Facebook: http://www.pbs.org/newshourTwitter: http://www.twitter.com/newshourInstagram: http://www.instagram.com/newshourSnapchat: @pbsnewsSubscribe:PBS NewsHour podcasts: https://www.pbs.org/newshour/podcastsNewsletters: https://www.pbs.org/newshour/subscribe,588,PT14M30S,News & Politics,eNGs1fjQAZs,814,"4,825",20,Key moments from Brett Kavanaugh's confirmation hearing in less than 15 mins,2018-09-07,873987,PBS NewsHour is one of the most trusted news programs in television and online.,873986814,0,1800000,False,29860
Bob & Brad,UCmTe0LsfEbpkDpgrxKAWbRA,/channel/UCmTe0LsfEbpkDpgrxKAWbRA,2017-12-10,"""Famous"" Physical Therapists Bob Schrupp and Brad Heineck present how to get rid of neck hump using a SOCK.  The medical description for neck hump is Dowager's Hump.Make sure to like Bob and Brad on FaceBook https://www.facebook.com/BobandBrad/ Check out the Products Bob and Brad LOVE on their Amazon Preferred Page : https://www.amazon.com/shop/physicalt...Follow us on Twitter https://twitter.com/PtFamousOur Website: https://www.bobandbrad.com/Our book “Three Simple Steps To Treat Back Pain” is available on Kindlehttp://www.amazon.com/Three-Simple-St...Brad’s Book “Martial Arts Manual: For Stretching, Strengthening, Prevention, and Treatment of Common Injuries” is also available on Kindle. https://www.amazon.com/Martial-Arts-M... WANT TO HELP TRANSLATE OUR VIDEOS? We would so love the help.  http://www.youtube.com/timedtext_cs_p...We are a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for us to earn fees by linking to Amazon.com and affiliated sites",737,PT11M27S,Education,6Uko-gs--C8,1231,"54,389",20,How You Can Get Rid of Neck Hump With a SOCK. Dowager's Hump.,2017-12-10,1665147,"Our videos offer the best ""get fit , stay healthy, and pain-free"" information directed toward people 0 to 101 years old.  Physical Therapists Bob Schrupp and Brad Heineck have over 50 years of combined experience in the physical therapy field.   Not only will these videos provide outstanding health information on treating yourself at home, we also do product reviews.  For our favorite products on Amazon click on this link.  https://www.amazon.com/shop/physicaltherapyvideo
       We try to add a twist of our humor into each video in our quest to be the ""Most Famous Physical Therapists on the Internet""  In our opinion of course!!!    Subscribe to us now and join the fun.     

Sincerely       Bob and Brad.   

PS   We can help you fix just about anything, except a broken heart.

For Business Inquiries Email schrupp@hbci.com

Visit our website at www.bobandbrad.com

Our Book: Three Simple Steps to Treat Back Pain available on Kindle",189326488,0,1870000,False,2300
Bloomberg,UCUMZ7gohGI9HcU9VNsr2FJQ,/channel/UCUMZ7gohGI9HcU9VNsr2FJQ,2018-06-05,"There's an AI revolution sweeping across the world. Yet few people know the real story about where this technology came from and why it suddenly took off. In this ground-breaking episode of ""Hello World,"" the story of AI's rise is told in detail for the first time, as journalist Ashlee Vance heads to the unexpected birthplace of the technology, Canada.----------#BloombergHelloWorldHello World is a Webby and Emmy-nominated video series from Bloomberg that invites the viewer to come on a journey across the globe to find the inventors, scientists and technologists shaping our future. Join journalist and best-selling author Ashlee Vance on a quest to find the freshest, weirdest tech creations and the beautiful freaks behind them.Watch more Hello World episodes: https://www.bloomberg.com/hello-worldBloomberg is the First Word in business news, delivering breaking news & analysis, up-to-the-minute market data, features, profiles and more: http://www.bloomberg.comConnect with us on...Twitter: https://twitter.com/businessFacebook: https://www.facebook.com/bloombergbus...Instagram: https://www.instagram.com/bloombergbu...",981,PT51M26S,Science & Technology,Dk7h22mRYHQ,8324,"16,457",20,The Rise of AI,2018-06-05,1233406,"Welcome to the official Bloomberg YouTube Page! This channel brings you the best videos from Bloomberg TV, Bloomberg Tech, Bloomberg Pursuits, Bloomberg Gadfly and our global team of video journalists. Breaking news. Exclusive interviews. Fascinating profiles. First looks at hot new products. And more... 

Subscribe to see business like you’ve never seen it before.

Subscribe to Bloomberg Politics on YouTube for the latest political news.",498711051,0,2200000,False,47866
Remote Chess Academy,UCsKZ2yOsgfNxln8xH5WkGvg,/channel/UCsKZ2yOsgfNxln8xH5WkGvg,2018-12-20,"♕ Download the PGN of this game: https://goo.gl/Ju3aa5♕ Get the complete course ""Mikhail Tal’s Magic Revealed"" authored by GM Igor Smirnov and Mato Jelic - https://goo.gl/8dkSrr♕ Secrets of Strong Chess Players (FREE course): https://goo.gl/fMFjsqMikhail Tal, the eighth world chess champion and the “Magician from Riga”, was known as a brilliant attacker, a creative genius, who played intuitively and unpredictably. Today, with modern computers, we know that many of his speculative sacrifices were inaccurate and should have lost. Nevertheless, he had a daring style of play, and that was very intimidating for those who played against him.Tal himself said “There are two types of sacrifices: correct ones, and mine.” However, it was not easy, even for the world’s best players, to refute these sacrifices over the board, and some analysts were unable to show why or how Tal could have been defeated. Today we’re going to see one of the most complicated chess games ever played; a game between Mikhail Tal and Alexander Koblents in 1957. You won’t believe – Tal (technically) sacrificed all his pieces (not the king though xP), from pawn to queen. By this, I mean that he gave his opponent a chance to take all these pieces, but Koblents didn’t accept them all. ♕ How to analyse your games (FREE course): https://goo.gl/LpefS5♕ Quick Success in Chess (FREE course): https://goo.gl/VyZoQv♕ Chess Training Plan for Rapid Improvement (FREE course): https://goo.gl/yq4DQb♕ Chess Opening Fundamentals (FREE e-book): https://goo.gl/dj98ef♕ Chess Courses and videos: https://goo.gl/WCPMGp",285,PT12M36S,Education,G9lgj29oyRk,4313,"4,107",19,Mikhail Tal sacrificing ALL his pieces – from pawn to queen!,2018-12-20,327133,"Hi, I am GM Igor Smirnov from Remote Chess Academy. I have created this channel to upload my free video lessons. You can find ALL my free lessons (and a lot of other useful information) at http://chess-teacher.com/ . 
Please subscribe to this channel, thumbs up the videos and share you comments. Have a nice time here! :)",8168473,0,67500,False,346
thechesswebsite,UCHz5JQAUSkjxrosDIWCtEdw,/channel/UCHz5JQAUSkjxrosDIWCtEdw,2016-10-16,"In the most exciting game of the series so far, Fischer looks to be super aggressive while Spassky plays one of his favorite defenses.",454,PT14M27S,Education,xdMNoDieOFs,432,"4,724",19,Match of the Century - Fischer vs Spassky - Game 10,2016-10-16,758580,"All chess videos are brought to you by thechesswebsite.com.


From an early age I started playing chess.  Once I began to get older I played competitively on a regular basis.  Since I first learned how to play chess, I have learned many things, some basic and some advanced.  All that I have learned I hope to teach through YouTube.  

Feel free to let me know if there are any videos in particular that you would like me to make.  Thanks!

Be sure to visit www.thechesswebsite.com to see more chess discussion and strategy.

I also have another channel www.youtube.com/themathworld

Username on chess.com: thechesswebsite",83062218,0,419000,False,396
Channel 4 News,UCTrQ7HXWRRxr7OsOtodr2_w,/channel/UCTrQ7HXWRRxr7OsOtodr2_w,2018-06-15,"Jaron Lanier, the Silicone Valley ‘computer philosopher', thinks social media is ruining your life.(Click to subscribe for more Channel 4 News videos.https://www.youtube.com/channel4news?...)In this interview Jaron Lanier talks about Facebook, YouTube, Google and how the tech and social media giants are using algorithms to record data about their users - and how internet algorithms shape how we see the world and what we’re shown online.",905,PT21M1S,News & Politics,kc_Jq42Og7Q,8334,"31,075",20,Jaron Lanier interview on how social media ruins your life,2018-06-15,1190931,"News that's committed to challenging expectations with stories that reveal and inspire, innovatively produced - with just a touch of mischief.",677232708,0,1310000,False,10615
