"","binary","title","description","channel","id"
"62",0,"LIVE: Charlie Munger Speaks at Daily Journal Annual Meeting -- Feb. 14, 2019","Charlie Munger, the 95-Year Old Berkshire Hathaway Vice Chairman & Chairman of the Daily Journal, speaks to shareholders at the newspaper’s annual meeting. Munger, in his usual, no holds barred manner, speaks for two hours. » Subscribe to CNBC: http://cnb.cx/SubscribeCNBCAbout CNBC: From 'Wall Street' to 'Main Street' to award winning original documentaries and Reality TV series, CNBC has you covered. Experience special sneak peeks of your favorite shows, exclusive video and more.Get the latest news: http://www.cnbc.com/Receive exclusive commentary from CNBC anchor Kelly Evans: https://www.cnbc.com/theexchangenewsl...Find CNBC News on Facebook: http://cnb.cx/LikeCNBCFollow CNBC News on Twitter: http://cnb.cx/FollowCNBCFollow CNBC News on Google+: http://cnb.cx/PlusCNBCFollow CNBC News on Instagram: http://cnb.cx/InstagramCNBCLIVE: Charlie Munger & The Daily Journal Annual Meeting -- Feb. 14, 2019","CNBC","X1Oi3esiry8"
"63",0,"Police arrest CNN correspondent Omar Jimenez and crew on live television","CNN's Omar Jimenez was taken into police custody during a live broadcast at the site of the protests in Minneapolis, after clearly identifying himself to officers. Jimenez's crew were also placed in handcuffs. #Floyd #OmarJimenez #CNN","CNN","ftLzQefpBvM"
"64",0,"Fox News host corrects Trump on 'looting, shooting' origin","Fox News' Harris Faulkner asked President Donald Trump about his defense of using the phrase ""when the looting starts, the shooting starts"" and had to correct him on its origin.#Trump #CNN #News","CNN","zAUeFDmFKJs"
"65",0,"Anthony Fauci: Rise in Covid-19 hospitalizations concerning","Dr. Anthony Fauci says he is concerned about the rise in hospitalizations due to the Covid-19 coronavirus and think that it will make some states rethink their reopening timelines.#Fauci #CNN #News","CNN","AFA8u_8bx_I"
"66",0,"Smerconish: Corporate America getting called out on Black Lives Matter","In the wake of the killing of George Floyd, American businesses find themselves feeling pressure to take a stand on Black Lives Matter. CNN's Michael Smerconish asks, should they?#CNN #News","CNN","iS9P6XFlZGc"
"67",0,"Cooper calls out McEnany's defense of Trump's baseless tweet","CNN's Anderson Cooper called out White House press secretary Kayleigh McEnany's defense of President Donald Trump's baseless tweet about Buffalo protester Martin Gugino.#AndersonCooper #CNN #News","CNN","pDKqOkefku0"
"68",0,"Don Lemon reacts to Dave Chappelle calling him out in Netflix special","CNN's Don Lemon reacts to Dave Chappelle mentioning him in his Netflix special after Lemon called for celebrities to use their platforms to speak out about the death of George Floyd. #Lemon #CNN #News","CNN","-O-BInYNEyo"
"69",0,"19 states see rise in Covid-19 cases amid reopening and protests","Top infectious disease expert Dr. Anthony Fauci and the CDC are warning that the coronavirus pandemic is not over and recommend that Americans continue to take precautions such as wearing masks.","CNN","FBiSQakXbjI"
"70",0,"Top general apologizes for appearing with Trump in photo-op","America's top general has apologized for appearing in a photo-op with President Donald Trump following the forceful dispersal of peaceful protesters outside the White House last week, calling the move a ""mistake"" and saying his presence ""created a perception of the military involved in domestic politics.""Gen. Mark Milley, the chairman of the Joint Chiefs of Staff, said during a pre-recorded speech released that he regrets accompanying Trump on a walk from the White House to St. John's Church last week where he was photographed wearing his combat uniform and moving with the President's entourage through Lafayette Square.The images provoked a swift wave of criticism from lawmakers and several senior former military officials who said they risked dragging the traditionally apolitical military into a contentious domestic political situation.Milley also said that he was ""outraged"" by the killing of George Floyd and added that the protests it sparked spoke to ""centuries of injustice toward African Americans.""#Milley #CNN #News","CNN","R4JaQMxbC3c"
"71",0,"Violent George Floyd protests at CNN Center unfold live on TV","CNN's Nick Valencia reports live from inside the CNN Center in Atlanta where demonstrations over the killing of George Floyd have turned violent.#Floyd #CNN #News","CNN","Yve9DhT8Nt4"
"72",0,"Seattle mayor fires back after Trump threatens to intervene","Seattle Mayor Jenny Durkan, a Democrat, fired back at President Donald Trump in an interview with CNN's Chris Cuomo after Trump appeared to suggest he would intervene in the city's growing protests and called for law and order.Trump also claimed that the protesters, who he called ""domestic terrorists,"" have taken over Seattle.The President has threatened to use active military to tamp down protests and has encouraged governors to deploy the National Guard to help assist with demonstrations.#Seattle #CNN #News","CNN","JXjvrkmXd4s"
"73",0,"Lemon reacts to Trump officials: This is 'white mansplaining'","CNN's Don Lemon asks how the Trump administration can solve the problem of systematic racism if they won't even admit there is a problem.#Lemon #CNN #News","CNN","5tGjm9ONRqc"
"74",0,"David Frum: Restoring American Democracy","The “Trump effect” on our democracy reaches far beyond 4-year presidential terms. President Trump has highlighted a chasm among the American people, revealing a fierce “us vs. them” mentality that might not be amended depending on who is elected in 2020.Many Americans feel the rest of the country is building a future that doesn’t have a place for them. Why would they want to participate in the systems that have led to their disenfranchisement? Popular political commentator David Frum believes there is a way for those excluded from Trump’s America to reclaim their democracy and reshape the political landscape.In his new book, Trumpocalypse: Restoring American Democracy, Frum outlines a map for the reinvention of American democracy and world leadership in the wake of Trump’s historic presidency. Frum argues that the United States is experiencing great trauma, and we need to do better—for ourselves, for our neighbors, for our nation. Join us for a virtual conversation as David Frum makes the case for believing in the possibilities of a united America once again.-www.commonwealthclub.org/covid19support-Subscribe for more Videos: https://www.youtube.com/user/commonwe...-Upcoming events: https://www.commonwealthclub.org/events-Become a Member: https://www.commonwealthclub.org/memb... -Donate Now: https://support.commonwealthclub.org/...-Text DONATE to: 415-329-4231 -Watch & Listen https://www.commonwealthclub.org/watc...-Facebook: https://www.facebook.com/thecommonwea...-Instagram https://www.instagram.com/cwclub/-Twitter https://twitter.com/cwclub","CommonWealth fund","9dnbhjAANH8"
"75",0,"Man confronts protesters at Howell, Michigan rally","A man showed up at a peaceful protest in Howell, walking up and down the row of protesters with a raised middle finger, having confrontations along the way.READ MORE: https://www.freep.com/story/news/loca...For more Detroit and Michigan news, sports and entertainment, follow the Detroit Free Press on:Facebook - https://bit.ly/2T7zuV9Twitter - https://bit.ly/2JeixbWInstagram - https://bit.ly/2Chb7hROnline - https://www.freep.com#protests #georgefloyd #michigan","Detroit Free Press","Wf6oMa65Asw"
"76",1,"Hannity: Anarchy reigns supreme in Seattle","Roadblocks, checkpoints, barricades, armed vigilantes: Anyone with a functioning brain knows this is unacceptable. #FoxNews #HannitySubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","G4Mp-xM-w0c"
"77",1,"Trump clashes with Seattle mayor over 'autonomous zone'","‘Fox News Sunday’ anchor Chris Wallace joins Ed Henry on ‘America’s Newsroom.’Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","ANE3dkwuApo"
"78",1,"All members of Buffalo PD's emergency response team resign in protest (GRAPHIC VIDEO)","Former NYPD commissioner Bernie Kerik reacts to growing calls to defund police departments across the country. #FoxNewsSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","5ktzglI8X4A"
"79",1,"ANTIFA: The truth behind the mask","A look into the domestic terror organization ANTIFA and how it is attempting to take over the current peaceful protests of the George Floyd death. #FoxNewsSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","_QJEZbQxCLw"
"80",1,"Seattle is 'closest I've ever seen' to being a 'lawless state:' Police union chief","Seattle Police Officers Guild President Michael Solan tells Fox News the city is now close to becoming ""a lawless state.""Subscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","oZ4D3q5suVk"
"81",1,"Exclusive: Trump answers tough questions on state of US law enforcement","President Donald Trump addresses calls for police reform following death of George Floyd during an exclusive interview with Harris Faulkner.Subscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity: http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon...Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","6ja8QEp0SkA"
"82",1,"Ingraham: Choreographing chaos","Do Democrats think you're so stupid that you don't see through their pathetic playacting? #FoxNews #IngrahamAngleSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","x6-eeqMVabQ"
"83",1,"Tucker: The rise of left-wing rage mobs in America","Something terrifying has descended on America. Terrible ideas suddenly have free reign and no one pushed back. #FoxNews #TuckerSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","fv6Y3a4BV6E"
"84",1,"Candace Owens: The left has become desperate","Turning Point USA's Candace Owens speaks out on 'Watters' World' after her exchange with Rep. Ted Lieu that broke an online viewing record.FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre. Subscribe to Fox News!  https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/","Fox News","J77YacAk_bE"
"85",1,"Ingraham: Democrats cancel America","As we've been reminded over these past 14 days, the culture is where the battle for our future will be won or lost. #FoxNews #IngrahamAngleSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","gQfvs18n3ZA"
"86",1,"Tucker: The new nation of CHAZ is a lesson for us all","Seattle radio show host Jason Rantz reports from America's new neighbor: CHAZ. #FoxNews #TuckerSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","4HBGQAHnGNo"
"87",1,"Woman awaits apology for hotel experience","UPDATES: http://www.fox13news.com/consumer/wom...A Tampa woman and her sister are sharing video with FOX 13 of an encounter they say is unfair treatment at a Hampton Inn in Lake Park, Georgia, and wonder if it has anything to do with their race.At the very least, Mary Williams says the clerk referring to them as ""you people"" is a major failure in customer service.","Fox News","F1ADXdRMOQs"
"88",1,"Explosive, profanity-laced call involving Chicago mayor leaked: Report","Trace Gallagher reports on panicked meeting between Mayor Lori Lightfoot and Chicago's aldermen. #FoxNews #TuckerSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","3VrLvJBxAKw"
"89",1,"Ingraham: The new, new normal","The left's big idea of defunding the police will lead to a dramatic increase in pain, suffering and death. #FoxNews #IngrahamAngleSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","DLE2fCZgZ20"
"90",1,"Tucker: Black Lives Matter is now a political party","And it may be the strongest political party in the United States. #FoxNews #TuckerSubscribe to Fox News! https://bit.ly/2vBUvASWatch more Fox News Video: http://video.foxnews.comWatch Fox News Channel Live: http://www.foxnewsgo.com/FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre. Watch full episodes of your favorite showsThe Five: http://video.foxnews.com/playlist/lon...Special Report with Bret Baier: http://video.foxnews.com/playlist/lon...The Story with Martha Maccallum: http://video.foxnews.com/playlist/lon...Tucker Carlson Tonight: http://video.foxnews.com/playlist/lon...Hannity:  http://video.foxnews.com/playlist/lon...The Ingraham Angle: http://video.foxnews.com/playlist/lon...Fox News @ Night: http://video.foxnews.com/playlist/lon... Follow Fox News on Facebook: https://www.facebook.com/FoxNews/Follow Fox News on Twitter: https://twitter.com/FoxNews/Follow Fox News on Instagram: https://www.instagram.com/foxnews/om/","Fox News","l7aQ02YX7qo"
