,Self,Left,Right,Right-Center,Left-Center,Least Biased,Questionable,Pro Science,Satire,Conspiracy-Pseudoscience
276,Left-Center,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.6428571428571429,0.0,0.07142857142857142,0.0,0.0,0.0
277,Left-Center,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
278,Left-Center,0.0,0.5,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0
279,Left-Center,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
280,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
281,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
283,Conspiracy-Pseudoscience,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667
284,Conspiracy-Pseudoscience,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
285,Conspiracy-Pseudoscience,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.875
286,Conspiracy-Pseudoscience,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888
287,Conspiracy-Pseudoscience,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5714285714285714,0.0,0.0,0.0,0.0,0.21428571428571427
288,Conspiracy-Pseudoscience,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8
289,Conspiracy-Pseudoscience,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.6363636363636364
290,Conspiracy-Pseudoscience,0.1111111111111111,0.3333333333333333,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222
291,Conspiracy-Pseudoscience,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.6363636363636364
292,Conspiracy-Pseudoscience,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0
293,Conspiracy-Pseudoscience,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
294,Conspiracy-Pseudoscience,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Conspiracy-Pseudoscience,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
296,Right-Center,0.08333333333333333,0.0,0.5833333333333334,0.25,0.0,0.08333333333333333,0.0,0.0,0.0
297,Right-Center,0.0,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091
298,Right-Center,0.18181818181818182,0.0,0.6363636363636364,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
299,Right-Center,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
300,Right-Center,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0
301,Right-Center,0.09090909090909091,0.0,0.8181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
302,Right-Center,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
303,Right-Center,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
304,Right-Center,0.08333333333333333,0.25,0.5833333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
305,Right-Center,0.16666666666666666,0.0,0.4166666666666667,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0
306,Right-Center,0.0,0.05555555555555555,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
307,Right-Center,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
308,Right-Center,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
309,Right-Center,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
310,Right-Center,0.0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0
311,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Right-Center,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693
313,Right-Center,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0
314,Right-Center,0.0,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091
315,Right-Center,0.0,0.0,0.35714285714285715,0.42857142857142855,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142
316,Right-Center,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
317,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Right-Center,0.0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
319,Right-Center,0.0,0.10526315789473684,0.8421052631578947,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
320,Right-Center,0.0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
321,Right-Center,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
322,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Right-Center,0.0,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
324,Right-Center,0.0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
325,Right-Center,0.0,0.0625,0.875,0.0625,0.0,0.0,0.0,0.0,0.0
326,Right-Center,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
327,Right-Center,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
328,Right-Center,0.0,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
329,Right-Center,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0
330,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Left-Center,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2
335,Left-Center,0.23076923076923078,0.0,0.07692307692307693,0.6923076923076923,0.0,0.0,0.0,0.0,0.0
336,Left-Center,0.07692307692307693,0.0,0.07692307692307693,0.6923076923076923,0.0,0.15384615384615385,0.0,0.0,0.0
337,Left-Center,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0
338,Left-Center,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.0,0.0,0.0,0.0,0.0
339,Left-Center,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.0,0.0,0.0,0.0,0.0
340,Left-Center,0.0,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.0
341,Left-Center,0.08333333333333333,0.0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.08333333333333333
342,Left-Center,0.07142857142857142,0.0,0.07142857142857142,0.7857142857142857,0.0,0.07142857142857142,0.0,0.0,0.0
343,Left-Center,0.0,0.07692307692307693,0.0,0.6153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0
344,Left-Center,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0
345,Left-Center,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
346,Left-Center,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0
347,Left,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
348,Right,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
349,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Right,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Right,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
352,Right,0.07692307692307693,0.23076923076923078,0.0,0.46153846153846156,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0
353,Right,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
354,Right,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
355,Right,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
356,Right,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0
357,Right,0.09090909090909091,0.45454545454545453,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
358,Right,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285
359,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Right,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
361,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Right,0.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
363,Right,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25
364,Right,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
365,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Left,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Left,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
368,Left,0.1,0.0,0.2,0.4,0.0,0.2,0.0,0.1,0.0
369,Right-Center,0.0,0.6,0.1,0.3,0.0,0.0,0.0,0.0,0.0
370,Right-Center,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111
371,Right-Center,0.0,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.0
372,Left-Center,0.0,0.125,0.125,0.5,0.0,0.125,0.0,0.0,0.125
373,Left-Center,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091
374,Left-Center,0.0,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
375,Left-Center,0.06666666666666667,0.06666666666666667,0.0,0.6,0.0,0.06666666666666667,0.0,0.0,0.2
376,Right,0.18181818181818182,0.18181818181818182,0.0,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091
377,Right,0.2,0.1,0.1,0.2,0.0,0.2,0.0,0.0,0.2
378,Right,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.0,0.18181818181818182,0.0,0.0,0.0
379,Left-Center,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0
380,Left-Center,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.6,0.06666666666666667,0.0,0.0,0.0,0.0
381,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
382,Left-Center,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
383,Left-Center,0.0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0
384,Left-Center,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
385,Left-Center,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
386,Left-Center,0.09090909090909091,0.0,0.09090909090909091,0.45454545454545453,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182
387,Left-Center,0.0,0.125,0.0,0.5,0.0,0.25,0.0,0.0,0.125
388,Left-Center,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0
389,Right,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.1
390,Right,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0
391,Right,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
392,Right,0.0,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
393,Right,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
394,Right,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
395,Right,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
396,Right,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0
397,Right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Right-Center,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
399,Right-Center,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
400,Right-Center,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
401,Right-Center,0.0,0.3,0.2,0.2,0.0,0.1,0.0,0.0,0.2
402,Right-Center,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
403,Right-Center,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0
404,Right-Center,0.08333333333333333,0.25,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333,0.0,0.0,0.0
405,Left-Center,0.14285714285714285,0.0,0.07142857142857142,0.7857142857142857,0.0,0.0,0.0,0.0,0.0
406,Left-Center,0.16666666666666666,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.08333333333333333
407,Left-Center,0.1875,0.0625,0.0,0.5625,0.0,0.125,0.0,0.0,0.0625
408,Left-Center,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
409,Pro Science,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.0,0.38461538461538464,0.07692307692307693,0.07692307692307693
410,Pro Science,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.5,0.0,0.08333333333333333
411,Pro Science,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.0
412,Pro Science,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111
413,Pro Science,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222
414,Pro Science,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.36363636363636365,0.0,0.09090909090909091
415,Pro Science,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0
416,Pro Science,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.0,0.1
417,Pro Science,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285
418,Pro Science,0.0,0.0,0.0,0.125,0.125,0.125,0.625,0.0,0.0
419,Pro Science,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666
420,Pro Science,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25
421,Left-Center,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
422,Left-Center,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
423,Left,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
424,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Left,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
426,Left-Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
428,Left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Conspiracy-Pseudoscience,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Left-Center,0.08333333333333333,0.0,0.0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333
431,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,Left-Center,0.42857142857142855,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0
433,Left-Center,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0
434,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
435,Left-Center,0.09090909090909091,0.0,0.0,0.8181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0
436,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
437,Left-Center,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0
438,Left-Center,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
439,Left-Center,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0
440,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
441,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
442,Left-Center,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0
443,Left-Center,0.0,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
444,Left-Center,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285
445,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
446,Left-Center,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0
447,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
448,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
449,Left-Center,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
450,Right,0.09090909090909091,0.09090909090909091,0.0,0.45454545454545453,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0
451,Right,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
452,Left-Center,0.15384615384615385,0.0,0.15384615384615385,0.46153846153846156,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385
453,Left-Center,0.0,0.1,0.0,0.7,0.1,0.1,0.0,0.0,0.0
454,Left-Center,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0
455,Left-Center,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
456,Left-Center,0.0,0.1,0.1,0.6,0.0,0.1,0.0,0.1,0.0
457,Left-Center,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0
458,Left-Center,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.0
459,Left-Center,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
460,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
461,Left-Center,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
462,Left-Center,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
463,Conspiracy-Pseudoscience,0.15384615384615385,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.38461538461538464
464,Conspiracy-Pseudoscience,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.625
465,Conspiracy-Pseudoscience,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5
466,Conspiracy-Pseudoscience,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5
467,Conspiracy-Pseudoscience,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333
468,Conspiracy-Pseudoscience,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2
469,Left,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111
470,Left-Center,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0
471,Left-Center,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0
472,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
473,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
474,Left,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
475,Left-Center,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0
476,Left-Center,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
477,Left-Center,0.0,0.25,0.0,0.375,0.125,0.125,0.0,0.0,0.125
478,Left-Center,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666
479,Least Biased,0.09090909090909091,0.0,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.0
480,Least Biased,0.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0
481,Least Biased,0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0
482,Least Biased,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.0
483,Least Biased,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0
484,Left-Center,0.0,0.0,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.0,0.0,0.0
485,Left-Center,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
486,Left-Center,0.25,0.125,0.25,0.25,0.0,0.125,0.0,0.0,0.0
487,Left-Center,0.0,0.07692307692307693,0.0,0.5384615384615384,0.38461538461538464,0.0,0.0,0.0,0.0
488,Left-Center,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0
489,Left-Center,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
490,Left-Center,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
491,Left-Center,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111
492,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Right-Center,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Right-Center,0.26666666666666666,0.0,0.0,0.2,0.4,0.06666666666666667,0.06666666666666667,0.0,0.0
530,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
531,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
533,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
534,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
535,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
536,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
537,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
538,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
539,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
540,Left-Center,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
