"","binary","title","description","channel","id"
"254",0,"Robert De Niro Turns The Tables On Stephen Colbert","The star of ""The Irishman"" on Netflix celebrates his third visit to The Late Show by hopping behind our host's desk and making Stephen Colbert answer the questions. #Colbert #RobertDeNiro #TheIrishmanSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","7YrYB5LxBK4"
"255",0,"Max Greenfield Wasn't Qualified, But He Got The Job","In a situation that sounds oddly familiar to the current state of national affairs, the actor explains how he landed a plum new gig with absolutely no experience.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","AVNmUgOGTPY"
"256",0,"Hasan Minhaj: To Enjoy America's Successes, We Have To Own Its Failures","Hasan Minhaj is using his platform to remind Americans, particularly those in the Asian-American community, that being a citizen means standing up for fellow citizens when injustices occur. New episodes of his show ""Patriot Act with Hasan Minhaj"" are on Netflix every Sunday. #StephenAtHome #PatriotAct #HasanMinhajSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","NRl_tpv_UJI"
"257",0,"Rowan Atkinson Dusts Off An Old Comedy Bit","'Johnny English Strikes Again' star Rowan Atkinson gives Stephen a taste of the old bit he used to do that got seven minutes of laughter without using a single word.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","xl9XI_LvkHg"
"258",0,"Judge denies injunction to block Bolton's book","A federal judge is allowing former national security adviser John Bolton to release his book about his time in the Trump administration. In it, Bolton makes explosive claims about President Trump, depicting him as unfit for office. CBS News correspondent Nikole Killion has the latest from the White House.","CBS News","hF7X3j10KHc"
"259",0,"UN report warns climate change is reducing planet's ability to support humanity","A new report by the United Nations warns that the world's food supply is at risk, and the window to save the planet is closing. CBS News contributing meteorologist Jeff Berardelli explains what we can do to reduce our carbon footprint.","CBS News","i2ILhwMysRQ"
"260",0,"Trevor Noah Was 'Born a Crime' in South Africa","Born to mixed-race parents in apartheid-era Soweto, Noah's very existence was illegal, hence the title for his forthcoming book.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---Stephen Colbert took over as host of The Late Show on Tuesday, Sept. 8, 2015. Colbert is best known for his work as a television host, writer, actor, and producer, and best known for his charity work teaching English as a second language on Tunisian date farms. Prior to joining the CBS family -- and being officially adopted by network president Les Moonves -- Colbert helmed “The Colbert Report,” which aired nearly 1,500 episodes and required Stephen to wear nearly 1,500 different neckties. The program received two Peabody Awards, two Grammy Awards, and several unwelcome shoulder massages. It won two Emmys for Outstanding Variety Series in 2013 and 2014, both of which appear to have been lost in the move. Colbert is pronounced koʊlˈbɛər, according to Wikipedia. His understudy is William Cavanaugh, who will be hosting The Late Show approximately one third of the time. Good luck, Bill!""","CBS News","WHKOJgUDRDM"
"261",0,"David Oyelowo Knows Nigeria Isn't A 'Sh*thole' Country","'Gringo' star David Oyelowo discusses his Nigerian blood, Trump's 'sh*thole' comments, and the significance of 'Black Panther.'Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","n5nLPg6a2D0"
"262",0,"David Oyelowo Stayed In Character As MLK, Much To His Wife's Chagrin","David Oyelowo, star of 'A United Kingdom,' didn't break character while filming 'Selma,' which made for some interesting situations off set.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","D18oDGK8klQ"
"263",0,"Trump Distances Himself From The Racist Chant He Inspired","Stephen breaks out the stopwatch after Donald Trump claims he ''quickly'' cut off his MAGA rally's''send her back!'' chant.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","mai5kYiRhzU"
"264",0,"John Oliver Warns Meghan Markle What She's Getting Herself Into","'Last Week Tonight' host John Oliver gives Meghan Markle a fair warning ahead of the upcoming Royal Wedding.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","Huab6p5HW0E"
"265",0,"Trump set to impose new Iran sanctions, warns of ""obliteration"" if war erupts","President Trump is set to impose new sanctions on Iran. This comes after the country downed a U.S. drone and allegedly attacked oil tankers in the Middle East. CBS News White House correspondent Ben Tracy reports from Washington, and Asha Castleberry, a national security analyst, U.S. Army veteran and foreign policy professor at George Washington University, joined CBSN to explain the latest developments.","CBS News","Q2hyj93VFuw"
"266",0,"Trump Was 'Cocked And Loaded' To Strike Iran","The President said the United States was 'cocked and loaded' to retaliate against Iran. That's not the expression. #LSSC #Colbert #MonologueSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","tRdK8ARQJag"
"267",0,"Brits Greet Trump With Baby Blimps And A Giant Penis","Blimps, wall projections, and a giant penis mowed into a field. That's the welcome Donald Trump received upon arriving to the UK. #LSSC #Colbert #MonologueSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","Vo-H5_Zhrh0"
"268",0,"Trump 2020 Looks A Lot Like Trump 2016","Donald Trump claimed that massive crowds of people would be watching his Orlando rally from outside Amway Arena. Well, Stephen sent a camera crew. #LSSC #Colbert #MonologueSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","qWnf_qQwc_o"
"269",0,"Trump Plays Tough Guy With China","With China, Donald Trump is no longer Mr. Nice Guy. Also, he's no longer Mr. Understands How Tariffs Work.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","lerKcb4vCiE"
"270",0,"El Paso To Trump: You're Not Welcome Here","Given the President's history of hateful rhetoric, some residents of El Paso would prefer Donald Trump not visit their community. #LSSC #Monologue #ColbertSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","BmjXXszhRuo"
"271",0,"GOP Senators Give Lame Excuses For Voting Against Witnesses In Trump Impeachment Trial","Republican Senators including Lamar Alexander, Lisa Murkowski and Marco Rubio spent the weekend offering lame justifications for their vote against calling witnesses in the Trump impeachment trial. #Monologue #Comedy #Election2020Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","lJAyR04Tbk0"
"272",0,"John Oliver: How I'm Hosting ""Last Week Tonight"" In Isolation","The host of ""Last Week Tonight"" on HBO checks in with Stephen Colbert to share some tips he's learned after two weeks of working from home, like how it's OK to wear stained sweatpants. #Colbert #StephenAtHome #JohnOliverSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","0vgOzy0Mfsw"
"273",0,"John Oliver On Trump's Handling Of The Pandemic Response","Friend of The Late Show and host of ""Last Week Tonight,"" John Oliver, points out a few of the holes in President Trump's narrative of how well he's handling the government's response to the coronavirus pandemic. #Colbert #StephenAtHome #JohnOliverSubscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","H1HtlagxDMU"
"274",0,"Dave Chappelle Updates His 'Give Trump A Chance' Statement","Ahead of his residency at Radio City Music Hall, Dave Chappelle reviews comments he made at the then-President-elect back in November.Subscribe To ""The Late Show"" Channel HERE: http://bit.ly/ColbertYouTubeFor more content from ""The Late Show with Stephen Colbert"", click HERE: http://bit.ly/1AKISnRWatch full episodes of ""The Late Show"" HERE: http://bit.ly/1Puei40Like ""The Late Show"" on Facebook HERE: http://on.fb.me/1df139YFollow ""The Late Show"" on Twitter HERE: http://bit.ly/1dMzZzGFollow ""The Late Show"" on Google+ HERE: http://bit.ly/1JlGgzwFollow ""The Late Show"" on Instagram HERE: http://bit.ly/29wfREjFollow ""The Late Show"" on Tumblr HERE: http://bit.ly/29DVvtRWatch The Late Show with Stephen Colbert weeknights at 11:35 PM ET/10:35 PM CT. Only on CBS.Get the CBS app for iPhone & iPad! Click HERE: http://bit.ly/12rLxgeGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The Late Show with Stephen Colbert is the premier late night talk show on CBS, airing at 11:35pm EST, streaming online via CBS All Access, and delivered to the International Space Station on a USB drive taped to a weather balloon. Every night, viewers can expect: Comedy, humor, funny moments, witty interviews, celebrities, famous people, movie stars, bits, humorous celebrities doing bits, funny celebs, big group photos of every star from Hollywood, even the reclusive ones, plus also jokes.","CBS News","5rjtKMcvqwA"
