title,genre,views,likes,dislikes,description,duration,datePublished,uploadDate,key,channel,channel_url,channel_id,recommendations,id
Top 10 Times Celebs Clapped Back at Ellen,Entertainment,3653746,"51,254","3,908","Top 10 Times Celebs Clapped Back at Ellen // Subscribe: http://www.youtube.com/c/MsMojo?sub_c...Her interviews are usually so much fun, but there have been several times celebs clapped back at Ellen. We’ll be looking at times when a celebrity fired a comeback or a witty retort towards Ellen or something she had said. Things can get pretty heated on daytime talk TV! MsMojo ranks the times celebs clapped back at Ellen. Are there any other celebs who clapped back at Ellen? Let us know in the comments!Watch more great Ellen related content here: Top 10 Times Ellen Helped Guests Meet Their Heroes - https://youtu.be/Z8mYoTn326cTop 10 Most Memorable Ellen DeGeneres Interviews - https://youtu.be/okFagrS1jl0Another Top 10 Moments on The Ellen DeGeneres Show - https://youtu.be/XBEFGxLfyTYSuggest a video here: https://www.watchmojo.com/msmojo/sugg...MsMojo's Social Media: Facebook►►http://www.Facebook.com/MsWatchMojo Twitter►►http://www.Twitter.com/MsWatchMojoInstagram►►http://instagram.com/MsWatchMojo Snapchat ►►https://snapchat.com/add/mswatchmojoGet MsMojo Merchandise at http://www.watchmojo.com/storeShop: https://shop.watchmojo.com/collection...WatchMojo is a leading producer of reference online video content of Top 10 Lists, Origins, Biographies, Commentary and more on Pop Culture, Celebrity, Movies, Music, TV, Film, Video Games, Politics, News, Comics, Superheroes. Your trusted authority on ranking Pop Culture.#EllenDeGeneres #TheEllenShow #DakotaJohnson",PT10M21S,2019-12-11,2019-12-11,112144,MsMojo,/channel/UC3rLoj87ctEHCcS7BuvIzkQ,UC3rLoj87ctEHCcS7BuvIzkQ,20,jSWswBzMP-g
Judge flips out after getting flipped off,Entertainment,21288301,"145,957","8,015","Proving that 'some people have to learn the hard way,' a Miami woman learned not to flip off a judge. For more CNN videos, visit our site at http://www.cnn.com/video/",PT2M30S,2013-02-05,2013-02-05,111342,CNN,/channel/UCupvZG-5ko_eiXAupbDfxWw,UCupvZG-5ko_eiXAupbDfxWw,20,Fe2BfdlzwgI
Searching For Mum: India,Comedy,161871,"1,373",115,British actor Theresa Godly goes back to her birthplace to find her birth family & answers about where she came from.,PT59M31S,2019-04-20,2019-04-20,113211,Teri Godly,/channel/UCfGwKckatmqQshejO659OgA,UCfGwKckatmqQshejO659OgA,19,blLPGbiFVOg
The Superpredator Scare | Retro Report | The New York Times,News & Politics,268001,"2,511",99,"After a surge of teen violence in the early 1990s, some social scientists predicted the future was going to be a whole lot worse. Reality proved otherwise.Read the story here: http://nyti.ms/1swJRQRSubscribe on YouTube: http://bit.ly/U8Ys7nWatch more videos at: http://nytimes.com/video---------------------------------------------------------------Want more from The New York Times?Twitter: https://twitter.com/nytvideoFacebook: https://www.facebook.com/nytimesGoogle+: https://plus.google.com/+nytimes/Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch. On YouTube.The Superpredator Scare | Retro Report | The New York Timeshttp://www.youtube.com/user/TheNewYor...",PT10M45S,2014-04-08,2014-04-08,112312,The New York Times,/channel/UCqnbDFdCpuN8CMEg0VuEBqA,UCqnbDFdCpuN8CMEg0VuEBqA,20,YidALyBwat0
"18 year old, accomplice being held on nearly 30 charges in deadly school shooting",News & Politics,5662009,"81,254","2,275","After lunchtime, Devon Erikson allegedly called out ""Nobody move"" in his class before opening fire, shooting nine and killing one, police said.READ MORE: https://abcn.ws/2VfQgT7'Hero' student describes how he, 2 classmates thwarted suspect in Colorado school shooting#Colorado #SchoolShooting #School #ABCNews",PT4M0S,2019-05-08,2019-05-08,111323,ABC News,/channel/UCBi2mrWuNuyYy4gbM6fU18Q,UCBi2mrWuNuyYy4gbM6fU18Q,20,5qO6FEYItqw
Watch the Latest News Headlines and Live Events — ABC News Live,News & Politics,62014407,"130,688","39,465",#abcnewslive #news #livenewsLATEST NEWS: https://abcnews.go.com/SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yPFollow us on Instagram: https://www.instagram.com/abcnews/Follow us on Twitter: https://twitter.com/abcLike us on Facebook: https://www.facebook.com/ABCNews,PT0M0S,2020-02-11,2020-02-11,11232,ABC News,/channel/UCBi2mrWuNuyYy4gbM6fU18Q,UCBi2mrWuNuyYy4gbM6fU18Q,20,w_Ma8oQLmSM
"Turpin Sentencing Raw Video | California couple sentenced for abuse, neglect of 12 children",News & Politics,463280,"2,947",299,"Louise and David Turpin were sentenced to life in prison for severe abuse and neglect. Deputies found some children shackled and kept in isolation. They were rescued from their home in Perris, California after one daughter escaped and called 911 for help.Check out https://abcnews.go.com/ for more information on the case.Subscribe at: https://goo.gl/vai8EuFind ABC10 online: https://www.abc10.com/Sign up for our newsletter: https://www.abc10.com/email Stream ABC10 on Roku: https://channelstore.roku.com/details...Stream ABC10 on Amazon Fire: https://www.amazon.com/Gannett-Broadc...Stream ABC10 on AppleTV: https://itunes.apple.com/us/app/abc10...Like ABC10 on Facebook: https://www.facebook.com/ABC10tv/ Like ABC10 on Instagram: https://www.instagram.com/abc10tvFollow ABC10 on Twitter: https://twitter.com/ABC10",PT43M48S,2019-04-19,2019-04-19,111134,ABC10,/channel/UCT350j4u6alUKyF9eu2bGug,UCT350j4u6alUKyF9eu2bGug,20,h2dWrRlwZbU
The Parents Who Lost 3 Children In A Car Accident Then Had Triplets | The Oprah Winfrey Show | OWN,Entertainment,10984507,"233,837","4,098","The lives of Lori and Chris Coble were shattered in an instant when they lost their three children in a car accident on May 4, 2007. Almost exactly one year later, in an absolutely miraculous twist of fate, Chris and Lori had triplets. In 2010, Lori and Chris shared with Oprah their story of story of unimaginable loss, unbelievable courage, and an undeniable second chance. For more on #oprahwinfreyshow, visit WatchOWN.tv/TOWSFind OWN on TV at http://www.oprah.com/FindOWN#OWNTV #oprahwinfreyshow #OprahwinfreySUBSCRIBE: http://bit.ly/1vqD1PNDownload the Watch OWN App: http://bit.ly/2hr1nX2About OWN:Oprah Winfrey Network is the first and only network named for, and inspired by, a single iconic leader.  Oprah Winfrey's heart and creative instincts inform the brand -- and the magnetism of the channel.Winfrey provides leadership in programming and attracts superstar talent to join her in primetime, building a global community of like-minded viewers and leading that community to connect on social media and beyond.  OWN is a singular destination on cable.  Depth with edge. Heart. Star power. Connection.  And endless possibilities.Discover OWN TV:Find OWN on your TV!: http://bit.ly/1wJ0ugIOur Fantastic Lineup: http://bit.ly/1qMi2jEConnect with OWN Online:Visit the OWN WEBSITE: http://bit.ly/1qMi2jELike OWN on FACEBOOK: http://on.fb.me/1AXYujpFollow OWN on TWITTER: http://bit.ly/1sJin8YFollow OWN on INSTAGRAM: http://bit.ly/LnqzMzFollow OWN on PINTEREST: http://bit.ly/2dvfPeN The Parents Who Lost 3 Children In A Car Accident Then Had Triplets | The Oprah Winfrey Show | OWNhttp://www.youtube.com/user/OWN",PT14M8S,2019-11-04,2019-11-04,112423,OWN,/channel/UCKBnlTTgEnhIXv_c4LvvyMQ,UCKBnlTTgEnhIXv_c4LvvyMQ,20,tt7vRKS0734
Jimmy Rodgers murder trial: Prosecution Opening Statement,News & Politics,18620,101,8,"Assistant State Attorney Hamid Hunter took the podium to address the jury.  ""This story is about the perfect marriage, the perfect friendship, the murder,"" he said.",PT58M32S,2019-10-10,2019-10-10,111124,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,W6sTkhX89ao
15-Year-Old Gymnast Tells Larry Nassar He Will Always Be Known as ‘Child Rapist’,News & Politics,4183975,"44,931","1,144","Could 15-year-old gymnast Emma Ann Miller be Dr. Larry Nassar’s final victim? The promising young gymnast was just 13 when the disgraced doctor was busted two years ago. The courtroom was riveted by her testimony Monday. ""I'm possibly the last child he will assault,"" she said. ""There has never been a time in my life when I did not know Larry Nassar, but now I wish I'd never met him.” She even taunted Nassar, who never made eye contact. The teenager finished by suggesting Nassar come clean.",PT1M39S,2018-01-22,2018-01-22,113134,Inside Edition,/channel/UC9k-yiEpRHMNVOnOi_aQK8w,UC9k-yiEpRHMNVOnOi_aQK8w,20,iMqz-xEl88A
Jimmy Rodgers murder trial: Det. Nick Schuenemann,News & Politics,10214,43,5,Det. Schuenemann of the Jefferson County (Missouri) Sheriff's Office formerly worked at the Johnson County (Missouri) Sheriff's Office.,PT80M2S,2019-10-14,2019-10-14,11112,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,VgcOFkwqbA4
Kantpreet Singh sentenced on six charges by Judge John McBain,News & Politics,21881,259,10,Video of Jackson County Circuit Court Judge John McBain sentencing Kantpreet Singh on six charges.,PT1M48S,2016-03-16,2016-03-16,113332,MLive,/channel/UClmFQfVyDvdtCralM-Oo_mw,UClmFQfVyDvdtCralM-Oo_mw,20,_tI0xXd8qfw
Lucky Stars who got to meet Elvis Presley Part 2,Entertainment,341721,"2,109",85,Tom Jones - The Beatles - Mohamed Ali - Bill Medley - James Brown - Shirley bassey  - Johnny Cash - Keith Richards - Robert Planet - Led Zepplen,PT14M52S,2013-10-12,2013-10-12,111241,King Elvis Presley,/channel/UCUH4p4Ti40EONKOgj1VUuFw,UCUH4p4Ti40EONKOgj1VUuFw,20,8N-U5oJcZ70
Drunk-driving defendant sentenced to 50 years for crash that killed 3,News & Politics,2103100,"25,454",779,"Two years after a drunk-driving crash killed the Felipek family, defendant Amber Perera learned her fate.Hillsborough Judge Christopher Sabella took the bench as a packed courtroom hung on his every word.  He reminded Perera of a jailhouse comment she made about her life being ruined. ""Yes ma'am, your life is ruined.  But you also ruined a lot of lives and ended three lives.""MORE: https://www.fox13news.com/news/drunk-...",PT2M18S,2019-10-23,2019-10-23,112123,FOX 13 News - Tampa Bay,/channel/UC13mSI38YWz5zfvxXDPpePA,UC13mSI38YWz5zfvxXDPpePA,20,A-ahVp0_9po
"Justice: What's The Right Thing To Do? Episode 01 ""THE MORAL SIDE OF MURDER""",Education,11311476,"90,886","2,460","To register for the 2015 course, visit https://www.edx.org/course/justice-ha.... PART ONE: THE MORAL SIDE OF MURDERIf you had to choose between (1) killing one person to save the lives of five others and (2) doing nothing even though you knew that five people would die right before your eyes if you did nothing—what would you do?  What would be the right thing to do?  Thats the hypothetical scenario Professor Michael Sandel uses to launch his course on moral reasoning.  After the majority of students votes for killing the one person in order to save the lives of five others, Sandel presents three similar moral conundrums—each one artfully designed to make the decision more difficult.  As students stand up to defend their conflicting choices, it becomes clear that the assumptions behind our moral reasoning are often contradictory, and the question of what is right and what is wrong is not always black and white. PART TWO: THE CASE FOR CANNIBALISMSandel introduces the principles of utilitarian philosopher, Jeremy Bentham, with a famous nineteenth century legal case involving a shipwrecked crew of four.  After nineteen days lost at sea, the captain decides to kill the weakest amongst them, the young cabin boy, so that the rest can feed on his blood and body to survive.   The case sets up a classroom debate about the moral validity of utilitarianism—and its doctrine that the right thing to do is whatever produces ""the greatest good for the greatest number.""",PT54M56S,2009-09-04,2009-09-04,111423,Harvard University,/channel/UCLv7Gzc3VTO6ggFlXY0sOyw,UCLv7Gzc3VTO6ggFlXY0sOyw,18,kBdfcR-8hEY
"Grand jury indicts Ohio teen on aggravated murder charges for burned, buried baby",News & Politics,59983,440,37,"CARLISLE, Ohio (WKRC) - Brooke Skylar Richardson had a promising future. The 18-year-old graduated from Carlisle High School and she was headed to the University of Cincinnati to study in the Fall.Many who knew her are still trying to wrap their heads around what happened. Kasey Isaacs graduated two years before Richardson. ""She was a pretty decent girl from what I saw on school. She didn't really bother anybody. It's crazy,"" Isaacs said. Friday, a grand jury indicted Richardson. She faces charges of aggravated murder, involuntary manslaughter, endangering children, tampering with evidence, and abuse of a corpse.Richardson was previously charged with reckless homicide in the case. Investigators found bones buried at the property on Eagle Ridge Drive in July. They initially thought they were those of a stillborn baby that had been buried 10-12 weeks before they were discovered.""I'm currently pregnant and I could not put myself in her shoes. There's no way. I just couldn't,"" said Isaacs.Warren County Prosecutor David Fornshell says Richardson gave birth in early May at the family home on Eagle Ridge, killing the baby shortly afterwards. On July 14th, after getting a tip, investigators found the remains burned and buried behind the family's Carlisle home. Originally, investigators believed the remains were of a stillborn, but the prosecutor says testing showed that the baby was born alive.""I didn't expect this really at all especially around here. It was a definite shocked to see all of the police and all of the news crews come up and then all of the information that got released. It came as a great shock and it's very disturbing,"" said neighbor Sam Jeffries, who is familiar with the family.The prosecutor says more will come out after the trial. As for a motive, he believes from Richardson's perspective, keeping the baby was not an option.""Skylar and her family, particularly her mother, were pretty obsessed with external appearances and how things appear to the outside world and you have a situation where she's a cute, recent graduate. She was a cheerleader, a described 'good girl' by her attorney,"" said Fornshell.Richardson is expected in court on Monday. The prosecutor says he will likely seek a high bond considering the seriousness of the charges. The prosecutor did have the option of seeking the death penalty, but has chosen not to in this case.",PT2M58S,2017-08-10,2017-08-10,113113,LOCAL 12,/channel/UC673WfesrYoCgG9VsekGlEQ,UC673WfesrYoCgG9VsekGlEQ,20,-7A9Ip_1DWM
Top 10 Heartwarming Judge Caprio Verdicts,Entertainment,972692,"11,785",737,"Top 10 Heartwarming Judge Caprio Verdicts // Subscribe: http://www.youtube.com/c/MsMojo?sub_c...Judge Caprio is one of the most beloved judges around and there’s a reason for that! For this list, we're taking a trip to Providence, Rhode Island to sit in on the most memorable cases that Judge Frank Caprio has presided over. He’s proven to be fair, funny and reasonable! MsMojo's Social Media: Facebook►►http://www.Facebook.com/MsWatchMojo Twitter►►http://www.Twitter.com/MsWatchMojoInstagram►►http://instagram.com/MsWatchMojo Snapchat ►►https://snapchat.com/add/mswatchmojoGet MsMojo Merchandise at http://www.watchmojo.com/storeShop: https://shop.watchmojo.com/collection...WatchMojo is a leading producer of reference online video content of Top 10 Lists, Origins, Biographies, Commentary and more on Pop Culture, Celebrity, Movies, Music, TV, Film, Video Games, Politics, News, Comics, Superheroes. Your trusted authority on ranking Pop Culture.",PT11M11S,2018-02-28,2018-02-28,113344,MsMojo,/channel/UC3rLoj87ctEHCcS7BuvIzkQ,UC3rLoj87ctEHCcS7BuvIzkQ,20,XN4fLuEc9oU
"""48 Hours"": The case against Brooke Skylar Richardson",News & Politics,198149,809,179,"An Ohio cheerleader charged with murder was acquitted in a surprise verdict earlier this month. ""48 Hours"" correspondent Erin Moriarty joined CBSN AM after speaking with Brooke Skylar Richardson's parents in their first TV interview. You can watch the full ""48 Hours"" report Saturday night at 10/9C on CBS.Subscribe to the CBS News Channel HERE: http://youtube.com/cbsnewsWatch CBSN live HERE: http://cbsn.ws/1PlLpZ7Follow CBS News on Instagram HERE: https://www.instagram.com/cbsnews/Like CBS News on Facebook HERE: http://facebook.com/cbsnewsFollow CBS News on Twitter HERE: http://twitter.com/cbsnewsGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream CBSN and local news live, and watch full seasons of CBS fan favorites like Star Trek Discovery anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---CBSN is the first digital streaming news network that will allow Internet-connected consumers to watch live, anchored news coverage on their connected TV and other devices. At launch, the network is available 24/7 and makes all of the resources of CBS News available directly on digital platforms with live, anchored coverage 15 hours each weekday. CBSN. Always On.",PT5M4S,2019-09-27,2019-09-27,111331,CBS News,/channel/UC8p1vwvWtl6T73JiExfWs1g,UC8p1vwvWtl6T73JiExfWs1g,20,cVr7KTmySOc
WATCH LIVE: SABRINA LIMON TRIAL ENTERS DAY 5,News & Politics,25059,78,14,WATCH LIVE: SABRINA LIMON TRIAL ENTERS DAY 5 with Jonathan Hearn on the stand,PT501M2S,2017-09-15,2017-09-15,111433,23 ABC News | KERO,/channel/UCaWhMr24lXlBatWGMh9yAdg,UCaWhMr24lXlBatWGMh9yAdg,20,v-nu63JMzOo
"𝕝𝕠𝕤𝕥 𝕙𝕚𝕘𝕙𝕨𝕒𝕪: 𝕥𝕙𝕖 𝕙𝕚𝕤𝕥𝕠𝕣𝕪 𝕠𝕗 𝕒𝕞𝕖𝕣𝕚𝕔𝕒𝕟 𝕔𝕠𝕦𝕟𝕥𝕣𝕪 | 𝕖𝕡. ""𝕓𝕖𝕪𝕠𝕟𝕕 𝕟𝕒𝕤𝕙𝕧𝕚𝕝𝕝𝕖""",Music,825541,"5,312",245,"𝕝𝕠𝕤𝕥 𝕙𝕚𝕘𝕙𝕨𝕒𝕪: 𝕥𝕙𝕖 𝕙𝕚𝕤𝕥𝕠𝕣𝕪 𝕠𝕗 𝕒𝕞𝕖𝕣𝕚𝕔𝕒𝕟 𝕔𝕠𝕦𝕟𝕥𝕣𝕪. 𝕖𝕡. ""𝕓𝕖𝕪𝕠𝕟𝕕 𝕟𝕒𝕤𝕙𝕧𝕚𝕝𝕝𝕖 — ❝ 𝕓𝕖𝕪𝕠𝕟𝕕 𝕟𝕒𝕤𝕙𝕧𝕚𝕝𝕝𝕖' 𝕗𝕠𝕔𝕦𝕤𝕖𝕤 𝕠𝕟 𝕥𝕙𝕖 𝕣𝕖𝕓𝕖𝕝𝕤 𝕒𝕟𝕕 𝕠𝕦𝕥𝕝𝕒𝕨𝕤 𝕠𝕗 𝕔𝕠𝕦𝕟𝕥𝕣𝕪 𝕞𝕦𝕤𝕚𝕔 𝕥𝕙𝕒𝕥 𝕞𝕒𝕕𝕖 𝕒 𝕟𝕒𝕞𝕖 𝕗𝕠𝕣 𝕥𝕙𝕖𝕞𝕤𝕖𝕝𝕧𝕖𝕤 𝕒𝕟𝕕 𝕥𝕙𝕖𝕚𝕣 𝕞𝕦𝕤𝕚𝕔 𝕒𝕨𝕒𝕪 𝕗𝕣𝕠𝕞 𝕞𝕦𝕤𝕚𝕔 𝕣𝕠𝕨. ❞",PT59M24S,2014-05-19,2014-05-19,111231,dahliacorona,/channel/UCLDmt3m81QdOGctB5MYRECQ,UCLDmt3m81QdOGctB5MYRECQ,19,mzEwb9Ilq5w
Judge Bruce Kyle sentences Jimmy Rodgers to Life in Prison,News & Politics,162817,"1,256",74,Jimmy Rogers has been sentenced to Life in Prison for the death of Teresa Sievers.,PT12M19S,2019-12-12,2019-12-12,11113,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,s3oEmtcGFfE
Court Cam: High School Suspect Smiles Through Victim Impact Statement (Season 1) | A&E,Entertainment,811372,"7,750",414,"Love Court Cam? Stay up to date on all of your favorite A&E shows at http://aetv.com/schedule.A high school student on trial for a horrible crime smiles throughout the victim impact statement, causing the judge to change his mind in this clip from Season 1, Episode 3, ""Court Cam (#103)."" #CourtCamSubscribe for more from Court Cam and other great A&E shows: http://aetv.us/subscribe_aeFind out more about Court Cam and watch full episodes on our site: https://www.aetv.com/shows/court-camCheck out exclusive A&E content: Website - http://www.aetv.com/ Facebook - https://www.facebook.com/AETV Twitter - https://twitter.com/AETVA&E leads the cultural conversation through high-quality, thought provoking original programming with a unique point of view. Whether it’s the network’s distinctive brand of award-winning disruptive reality or groundbreaking documentary, A&E makes entertainment an art form. Visit us at aetv.com for more info.",PT3M57S,2020-04-01,2020-04-01,112343,A&E,/channel/UCNIFiHaLZkYASaWDdkC1njg,UCNIFiHaLZkYASaWDdkC1njg,20,5b-aoiU57EQ
Top 10 Times Dr. Phil OWNED Spoiled Kids,Entertainment,1112795,"14,088",899,"Top 10 Times Dr Phil OWNED Spoiled Kids // Subscribe: http://www.youtube.com/c/MsMojo?sub_c...We’re still laughing about the times Dr. Phil OWNED spoiled kids. They came in talking tough but he put them in their place. We’re looking at moments where Dr. Phil told off or embarrassed his younger guests. MsMojo ranks the times Dr. Phil OWNED spoiled kids. What’s your favorite Dr. Phil segment? Let us know in the comments!Watch more great Dr. Phil content here: Top 10 Most Shocking Guests on Dr. Phil - https://youtu.be/mDVw7k5xpHcTop 10 Times Dr. Phil LOST IT On His Guests - https://youtu.be/48D8sdDrlcMTop 10 Cringiest Dr. Phil Moments - https://youtu.be/Z8mteKF72-UCheck out the voting page for this list and add your picks: https://www.watchmojo.com/suggest/Top...Suggest a video here: https://www.watchmojo.com/suggest/MsMojo's Social Media: Facebook►►http://www.Facebook.com/MsWatchMojo Twitter►►http://www.Twitter.com/MsWatchMojoInstagram►►http://instagram.com/MsWatchMojo Snapchat ►►https://snapchat.com/add/mswatchmojoGet MsMojo Merchandise at http://www.watchmojo.com/storeShop: https://shop.watchmojo.com/collection...WatchMojo is a leading producer of reference online video content of Top 10 Lists, Origins, Biographies, Commentary and more on Pop Culture, Celebrity, Movies, Music, TV, Film, Video Games, Politics, News, Comics, Superheroes. Your trusted authority on ranking Pop Culture.#DrPhil #PhilMcGraw #RealityTV",PT10M16S,2019-07-12,2019-07-12,112142,MsMojo,/channel/UC3rLoj87ctEHCcS7BuvIzkQ,UC3rLoj87ctEHCcS7BuvIzkQ,20,UtRWNYu4sK0
Elvis Introducing & singing for Tom jones in vegas,Entertainment,314972,"2,550",90,"Elvis introduces Tom jones then sings Green Green grass of home for Tom then Tom talks and sings a new song for Elvis "" I was thinking about Elvis......watch till the end......",PT10M40S,2016-03-24,2016-03-24,111244,King Elvis Presley,/channel/UCUH4p4Ti40EONKOgj1VUuFw,UCUH4p4Ti40EONKOgj1VUuFw,20,1L9UrmUjd9k
2018 Mock Trial Finals,Education,215654,,,"Last years National Champions, Carmel High, take on Palma High for the Regional Finals.The Mock Trial Program is an exciting law-related educational program that introduces high school students (grades 9-12) to the American legal system. Mock trials are structured like ""real"" court trials and follow the same rules. The program pairs students with mentors from the legal community. Through one-on-one interactions with attorney coaches, a student's understanding of the law is greatly enhanced.Through role-playing, students gain an understanding of our judicial system--what roles judges, lawyers, juries and witnesses play in the system. Additionally, students develop critical thinking and public speaking skills and a working knowledge of our legal practices and procedures.",PT119M5S,2018-04-03,2018-04-03,11142,MCAETtv,/channel/UC0CJKItQDoK3Uv3r4RirRsw,UC0CJKItQDoK3Uv3r4RirRsw,20,tJP45ObH1zk
Crime Beat: The Final Homecoming of Lukas Strasser-Hird | Ep 3,News & Politics,755512,"5,878",375,"At 18, Lukas Strasser-Hird’s future was bright. After a year studying abroad, he had aspirations to become a doctor. The day he arrived back home, he went out with friends to celebrate. It was a fun night, until last-call. No one could have predicted how dangerous the situation was about to become. Crime Beat reporter Nancy Hixt tells the story of a case that devastated a family.Crime Beat is a true crime series that takes viewers deep into some of Canada’s most infamous criminal cases. Based on the highly successful podcast hosted by Nancy Hixt, Crime Beat showcases the best investigative crime reporting from the Global News reporters who covered the stories in real-time. Using extensive archives and intimate family interviews, each week Crime Beat reveals new details that go beyond the news headlines: giving a voice to victims and their families, unravelling how each case was solved, and exploring lasting impacts on the community and justice system.For more info, please go to http://www.globalnews.caSubscribe to Global News Channel HERE: http://bit.ly/20fcXDcLike Global News on Facebook HERE: http://bit.ly/255GMJQFollow Global News on Twitter HERE: http://bit.ly/1Toz8mtFollow Global News on Instagram HERE: https://bit.ly/2QZaZIB#GlobalNews #CrimeBeat",PT45M16S,2020-03-28,2020-03-28,112121,Global News,/channel/UChLtXXpo4Ge1ReTEboVvTDg,UChLtXXpo4Ge1ReTEboVvTDg,20,mZryGyYiU2U
Defendant collapses in court after guilty verdict,News & Politics,43709678,"180,585","15,281","Diana Lovejoy collapsed in a California courtroom Monday after she was convicted in what authorities call a botched murder-for-hire plot targeting her now-ex-husband, who was shot in September 2016 but survived.Subscribe to the ""CBSN"" Channel HERE: http://bit.ly/1Re2MgSWatch ""CBSN"" live HERE: http://cbsn.ws/1PlLpZ7Follow ""CBSN"" on Instagram HERE: http://bit.ly/1PO0dkxLike ""CBSN"" on Facebook HERE: http://on.fb.me/1o3Deb4Follow ""CBSN"" on Twitter HERE: http://bit.ly/1V4qhIuGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---CBSN is the first digital streaming news network that will allow Internet-connected consumers to watch live, anchored news coverage on their connected TV and other devices. At launch, the network is available 24/7 and makes all of the resources of CBS News available directly on digital platforms with live, anchored coverage 15 hours each weekday. CBSN. Always On.",PT2M31S,2017-11-14,2017-11-14,111334,CBS News,/channel/UC8p1vwvWtl6T73JiExfWs1g,UC8p1vwvWtl6T73JiExfWs1g,20,or_MDJnmihc
Video: Judge sentences Stanley Harrison to life in prison in first-degree murder of  Shandar Turner,Sports,1312920,"5,791",526,Judge sentences Stanley Harrison to life in prison for first-degree murder in stabbing of Shandar Turner.,PT4M11S,2014-09-24,2014-09-24,113234,MLive,/channel/UClmFQfVyDvdtCralM-Oo_mw,UClmFQfVyDvdtCralM-Oo_mw,20,Qi9ooSiP3Wk
Judge officially sentences Chris Watts to life in prison,News & Politics,2433261,"20,378",637,"Judge Marcelo Kopcow gave Chris Watts the maximum possible sentence for his crime - a formality since by pleading guilty to first-degree murder, the 33-year-old will spend the rest of his life in the Colorado Department of Corrections. More here: https://on9news.tv/2A4HLSgFull Watts case playlist: https://bit.ly/2zvIsnfPrevious video: https://on9news.tv/2OOZulLSubscribe to NEXT: http://bit.ly/2eP1GwISubscribe to Fix This: http://bit.ly/2g3DsuKStay connected:9NEWS Website: http://www.9news.com/Facebook: https://www.facebook.com/ilike9newsTwitter: https://twitter.com/9NEWSInstagram: https://www.instagram.com/9newsdenver/Google+: https://plus.google.com/+9news/postsSnapchat: Denver9NEWS Pinterest: https://www.pinterest.com/9news/9NEWS (KUSA) is located in Denver, Colorado.",PT5M37S,2018-11-19,2018-11-19,113232,9NEWS,/channel/UC72nbKQLSDyiSARhg0Ywj4w,UC72nbKQLSDyiSARhg0Ywj4w,20,WrsZw8OfnEY
Triple homicide suspect threatens judge in court,News & Politics,12108859,"46,361","4,605",Louisville courtroom video shows accused murderer threaten judge and her family in profane-laced tirade,PT2M16S,2016-09-28,2016-09-28,113412,Fox News,/channel/UCXIJgqnII2ZOINSWNOGFThA,UCXIJgqnII2ZOINSWNOGFThA,20,dhT72PWhqh4
Hank Williams A&E Biography (2000),Music,1464400,"9,150",620,Hank Williams A&E Biography (2000),PT45M36S,2015-12-12,2015-12-12,111234,originalformulamusic,/channel/UCoDyIVo0Dk1npjTdDnK7-tg,UCoDyIVo0Dk1npjTdDnK7-tg,19,L21JIk1v3Og
Unedited testimony: Curtis Wright in the Jimmy Rodgers murder trial,News & Politics,322763,"1,067",224,"Curtis Wright took the stand on October 18, 2019 to testify against his alleged accomplice in the murder of Dr. Teresa Sievers.",PT188M50S,2019-10-18,2019-10-18,111,FOX 4 Now,/channel/UC2rLSYDm92QMytS9yIkT8UQ,UC2rLSYDm92QMytS9yIkT8UQ,20,E2tohoKhStY
WATCH LIVE: DAY 14 SABRINA LIMON TRIAL,News & Politics,46007,105,26,WATCH LIVE: DAY 14 SABRINA LIMON TRIAL,PT459M50S,2017-09-29,2017-09-29,111432,23 ABC News | KERO,/channel/UCaWhMr24lXlBatWGMh9yAdg,UCaWhMr24lXlBatWGMh9yAdg,20,49aX9VXoerQ
"Man brings pizza to teen’s house, meets Chris Hansen instead",News & Politics,35770772,"318,964","16,823","A Boston man drives two and a half hours to Connecticut to bring pizza to a 13-year-old girl, and meets Chris Hansen instead.",PT21M7S,2018-11-10,2018-11-10,11243,True Crime Daily,/channel/UC69uYUqvx-vw4luuX7aHNLQ,UC69uYUqvx-vw4luuX7aHNLQ,20,zJIlftta6fk
